time,id,eclass,CO2,CO,HC,NOx,PMx,fuel,electricity,noise,route,type,waiting,lane,pos,speed,angle,x,y
97.00,50,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!50,DEFAULT_VEHTYPE,7.00,B2C2_0,84.60,0.00,90.00,191.80,198.40
97.00,51,HBEFA3/PC_G_EU4,3616.40,70.16,0.40,1.46,0.06,1153.48,0.00,62.99,!51,DEFAULT_VEHTYPE,0.00,:D2_9_0,12.82,8.03,0.00,301.60,205.62
97.00,52,HBEFA3/PC_G_EU4,6081.38,137.67,0.77,2.66,0.13,1939.68,0.00,68.83,!52,DEFAULT_VEHTYPE,0.00,:D0_6_0,4.22,6.58,90.00,297.02,-1.60
97.00,54,HBEFA3/PC_G_EU4,5428.94,99.38,0.58,2.29,0.10,1731.58,0.00,66.28,!54,DEFAULT_VEHTYPE,0.00,C2C3_0,0.79,8.79,0.00,201.60,207.99
97.00,55,HBEFA3/PC_G_EU4,3684.60,92.20,0.50,1.53,0.06,1175.24,0.00,62.93,!55,DEFAULT_VEHTYPE,0.00,:B0_3_0,6.09,6.27,303.40,102.19,4.35
97.00,56,HBEFA3/PC_G_EU4,4710.27,120.81,0.66,2.03,0.09,1502.37,0.00,65.93,!56,DEFAULT_VEHTYPE,0.00,C3C2_0,10.14,5.68,180.00,198.40,282.66
97.00,58,HBEFA3/PC_G_EU4,2624.64,164.76,0.81,1.20,0.07,837.20,0.00,55.93,!58,DEFAULT_VEHTYPE,3.00,D1D0_0,85.50,0.00,180.00,298.40,7.30
97.00,59,HBEFA3/PC_G_EU4,3133.28,81.91,0.44,1.28,0.05,999.40,0.00,61.54,!59,DEFAULT_VEHTYPE,0.00,:D3_0_0,8.45,6.18,241.91,293.37,301.68
97.00,60,HBEFA3/PC_G_EU4,6899.31,118.66,0.70,2.96,0.14,2200.55,0.00,68.47,!60,DEFAULT_VEHTYPE,0.00,D2C2_0,21.44,9.91,270.00,271.36,201.60
97.00,61,HBEFA3/PC_G_EU4,3794.67,112.23,0.60,1.62,0.07,1210.35,0.00,63.55,!61,DEFAULT_VEHTYPE,0.00,D4D3_0,65.29,4.90,180.00,298.40,327.51
97.00,62,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.94,!62,DEFAULT_VEHTYPE,0.00,A3B3_0,77.08,0.97,90.00,84.28,298.40
97.00,63,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.25,!63,DEFAULT_VEHTYPE,0.00,D0E0_0,89.34,8.69,90.00,396.54,-1.60
97.00,64,HBEFA3/PC_G_EU4,3462.23,28.34,0.21,1.28,0.04,1104.30,0.00,64.47,!64,DEFAULT_VEHTYPE,0.00,D1D2_0,16.42,12.23,0.00,301.60,123.62
97.00,65,HBEFA3/PC_G_EU4,2341.97,68.01,0.36,0.91,0.03,747.01,0.00,59.49,!65,DEFAULT_VEHTYPE,0.00,A1B1_0,0.76,5.99,98.46,7.96,98.40
97.00,66,HBEFA3/PC_G_EU4,4422.87,49.78,0.33,1.73,0.07,1410.69,0.00,65.33,!66,DEFAULT_VEHTYPE,0.00,D0D1_0,73.05,12.01,0.00,301.60,80.25
97.00,67,HBEFA3/PC_G_EU4,2624.57,164.75,0.81,1.20,0.07,837.18,0.00,55.93,!67,DEFAULT_VEHTYPE,4.00,A3B3_0,84.60,0.00,90.00,91.80,298.40
97.00,68,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.43,!68,DEFAULT_VEHTYPE,0.00,A2A3_0,84.80,10.85,0.00,1.60,292.00
97.00,69,HBEFA3/PC_G_EU4,2125.49,67.48,0.35,0.81,0.03,677.97,0.00,58.73,!69,DEFAULT_VEHTYPE,0.00,:D2_0_0,8.92,5.69,246.68,292.91,201.62
97.00,70,HBEFA3/PC_G_EU4,4300.72,106.16,0.58,1.83,0.08,1371.75,0.00,64.54,!70,DEFAULT_VEHTYPE,0.00,B2B3_0,78.09,6.17,0.00,101.60,285.29
97.00,71,HBEFA3/PC_G_EU4,7231.69,108.28,0.67,3.06,0.14,2306.56,0.00,68.57,!71,DEFAULT_VEHTYPE,0.00,C1D1_0,21.24,11.92,90.00,228.44,98.40
97.00,72,HBEFA3/PC_G_EU4,3675.98,27.27,0.21,1.36,0.05,1172.47,0.00,65.05,!72,DEFAULT_VEHTYPE,0.00,C0B0_0,42.69,13.00,270.00,150.11,1.60
97.00,73,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!73,DEFAULT_VEHTYPE,6.00,:C2_2_0,3.97,0.00,173.22,198.99,203.29
97.00,74,HBEFA3/PC_G_EU4,5696.73,143.33,0.79,2.50,0.12,1817.01,0.00,69.03,!74,DEFAULT_VEHTYPE,0.00,C0B0_0,7.11,5.51,270.00,185.69,1.60
97.00,75,HBEFA3/PC_G_EU4,3971.07,33.32,0.24,1.50,0.06,1266.59,0.00,65.30,!75,DEFAULT_VEHTYPE,0.00,E2E1_0,49.53,13.00,180.00,398.40,143.27
97.00,76,HBEFA3/PC_G_EU4,9594.32,147.60,0.90,4.14,0.20,3060.11,0.00,71.21,!76,DEFAULT_VEHTYPE,0.00,:C1_9_0,5.65,13.22,0.00,201.60,98.45
97.00,77,HBEFA3/PC_G_EU4,2770.25,12.07,0.12,0.94,0.02,883.59,0.00,64.02,!77,DEFAULT_VEHTYPE,0.00,A4B4_0,72.55,12.51,90.00,75.75,398.40
97.00,78,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.56,!78,DEFAULT_VEHTYPE,0.00,B4C4_0,84.84,10.31,90.00,192.04,398.40
97.00,79,HBEFA3/PC_G_EU4,2519.68,154.75,0.76,1.14,0.06,803.72,0.00,54.30,!79,DEFAULT_VEHTYPE,0.00,B1B2_0,71.84,0.45,0.00,101.60,179.04
97.00,8,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.07,!8,DEFAULT_VEHTYPE,0.00,B3B4_0,48.77,11.76,0.00,101.60,355.97
97.00,80,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.85,!80,DEFAULT_VEHTYPE,0.00,A1A0_0,65.80,13.85,180.00,-1.60,27.00
97.00,81,HBEFA3/PC_G_EU4,3702.53,130.63,0.68,1.62,0.08,1180.97,0.00,64.29,!81,DEFAULT_VEHTYPE,0.00,B1B2_0,52.97,3.47,0.00,101.60,160.17
97.00,82,HBEFA3/PC_G_EU4,3000.60,8.81,0.11,1.02,0.03,957.06,0.00,64.90,!82,DEFAULT_VEHTYPE,0.00,E1E2_0,68.42,13.70,0.00,401.60,175.62
97.00,83,HBEFA3/PC_G_EU4,3029.42,144.49,0.73,1.35,0.07,966.29,0.00,62.61,!83,DEFAULT_VEHTYPE,0.00,B1B2_0,41.54,1.69,0.00,101.60,148.74
97.00,84,HBEFA3/PC_G_EU4,8097.18,130.95,0.79,3.49,0.17,2582.60,0.00,69.81,!84,DEFAULT_VEHTYPE,0.00,A1A2_0,23.36,11.31,0.00,1.60,130.56
97.00,85,HBEFA3/PC_G_EU4,2638.57,61.80,0.34,1.02,0.03,841.61,0.00,60.72,!85,DEFAULT_VEHTYPE,0.00,E3D3_0,1.16,7.00,276.24,391.64,301.60
97.00,86,HBEFA3/PC_G_EU4,2441.48,157.44,0.77,1.11,0.06,778.78,0.00,42.92,!86,DEFAULT_VEHTYPE,0.00,C1D1_0,85.44,0.20,90.00,292.64,98.40
97.00,87,HBEFA3/PC_G_EU4,5702.92,61.37,0.41,2.28,0.10,1818.96,0.00,67.27,!87,DEFAULT_VEHTYPE,0.00,C4B4_0,1.11,14.21,270.00,191.69,401.60
97.00,88,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.72,!88,DEFAULT_VEHTYPE,0.00,A2B2_0,78.25,8.30,90.00,85.45,198.40
97.00,89,HBEFA3/PC_G_EU4,2334.31,4.15,0.07,0.74,0.01,744.55,0.00,63.57,!89,DEFAULT_VEHTYPE,0.00,C0D0_0,62.35,12.36,90.00,269.55,-1.60
97.00,9,HBEFA3/PC_G_EU4,8110.39,144.08,0.85,3.53,0.17,2586.82,0.00,70.44,!9,DEFAULT_VEHTYPE,0.00,B2B1_0,2.61,9.86,180.00,98.40,190.19
97.00,90,HBEFA3/PC_G_EU4,8450.01,119.51,0.75,3.59,0.17,2695.13,0.00,69.86,!90,DEFAULT_VEHTYPE,0.00,D2D3_0,60.96,13.94,0.00,301.60,268.16
97.00,91,HBEFA3/PC_G_EU4,6733.67,100.00,0.62,2.83,0.13,2147.72,0.00,67.95,!91,DEFAULT_VEHTYPE,0.00,E4D4_0,46.27,11.67,270.00,350.53,401.60
97.00,92,HBEFA3/PC_G_EU4,6972.29,130.63,0.76,3.02,0.14,2223.83,0.00,69.04,!92,DEFAULT_VEHTYPE,0.00,C0C1_0,26.42,8.84,0.00,201.60,33.62
97.00,93,HBEFA3/PC_G_EU4,5318.24,120.57,0.67,2.29,0.11,1696.28,0.00,66.84,!93,DEFAULT_VEHTYPE,0.00,E1D1_0,20.92,6.70,270.00,371.88,101.60
97.00,94,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!94,DEFAULT_VEHTYPE,0.00,B0C0_0,5.10,0.00,90.00,112.30,-1.60
97.00,95,HBEFA3/PC_G_EU4,4927.26,140.05,0.75,2.17,0.10,1571.59,0.00,67.84,!95,DEFAULT_VEHTYPE,0.00,C0D0_0,11.96,4.58,90.00,219.16,-1.60
97.00,96,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!96,DEFAULT_VEHTYPE,0.00,B1C1_0,5.10,0.00,90.00,112.30,98.40
97.00,97,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!97,DEFAULT_VEHTYPE,0.00,C1C0_0,5.10,0.00,180.00,198.40,87.70
98.00,0,HBEFA3/PC_G_EU4,9642.87,157.51,0.95,4.20,0.21,3075.60,0.00,71.67,!0,DEFAULT_VEHTYPE,0.00,A0B0_0,33.43,11.98,90.00,36.63,-1.60
98.00,10,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.27,!10,DEFAULT_VEHTYPE,0.00,D2D1_0,69.49,13.95,180.00,298.40,123.31
98.00,12,HBEFA3/PC_G_EU4,7075.79,113.88,0.69,3.02,0.14,2256.84,0.00,68.50,!12,DEFAULT_VEHTYPE,0.00,B3B4_0,8.35,10.84,0.00,101.60,315.55
98.00,14,HBEFA3/PC_G_EU4,3329.35,19.83,0.17,1.19,0.04,1061.92,0.00,64.78,!14,DEFAULT_VEHTYPE,0.00,C2C3_0,63.24,13.04,0.00,201.60,270.44
98.00,15,HBEFA3/PC_G_EU4,1391.30,0.00,0.00,0.31,0.00,443.78,0.00,62.42,!15,DEFAULT_VEHTYPE,0.00,D3D2_0,65.37,11.77,180.00,298.40,227.43
98.00,19,HBEFA3/PC_G_EU4,1529.23,0.00,0.00,0.31,0.00,487.77,0.00,64.34,!19,DEFAULT_VEHTYPE,0.00,D3D4_0,66.04,14.26,0.00,301.60,373.24
98.00,22,HBEFA3/PC_G_EU4,6886.44,125.03,0.73,2.97,0.14,2196.45,0.00,68.70,!22,DEFAULT_VEHTYPE,0.00,:B2_1_0,7.68,9.22,180.00,98.40,199.52
98.00,24,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.55,!24,DEFAULT_VEHTYPE,0.00,D2D3_0,47.96,10.65,0.00,301.60,255.16
98.00,25,HBEFA3/PC_G_EU4,2075.67,4.33,0.06,0.64,0.01,662.06,0.00,62.88,!25,DEFAULT_VEHTYPE,0.00,B2B1_0,63.38,11.64,180.00,98.40,129.42
98.00,26,HBEFA3/PC_G_EU4,2272.56,3.47,0.07,0.71,0.01,724.86,0.00,63.47,!26,DEFAULT_VEHTYPE,0.00,B2B3_0,58.93,12.28,0.00,101.60,266.13
98.00,27,HBEFA3/PC_G_EU4,5600.98,73.22,0.47,2.29,0.10,1786.45,0.00,66.64,!27,DEFAULT_VEHTYPE,0.00,C4D4_0,44.10,12.12,90.00,251.30,398.40
98.00,31,HBEFA3/PC_G_EU4,9508.87,139.26,0.86,4.08,0.20,3032.86,0.00,70.94,!31,DEFAULT_VEHTYPE,0.00,D3D2_0,39.33,14.29,180.00,298.40,253.47
98.00,32,HBEFA3/PC_G_EU4,3614.99,42.33,0.28,1.38,0.05,1153.02,0.00,63.99,!32,DEFAULT_VEHTYPE,0.00,D2D3_0,28.31,10.88,0.00,301.60,235.51
98.00,33,HBEFA3/PC_G_EU4,2624.66,164.77,0.81,1.20,0.07,837.20,0.00,55.93,!33,DEFAULT_VEHTYPE,3.00,:B2_11_0,1.34,0.00,351.15,100.86,193.92
98.00,34,HBEFA3/PC_G_EU4,3820.65,33.30,0.24,1.44,0.05,1218.62,0.00,64.96,!34,DEFAULT_VEHTYPE,0.00,B2B1_0,36.58,12.56,180.00,98.40,156.22
98.00,35,HBEFA3/PC_G_EU4,2624.65,164.77,0.81,1.20,0.07,837.20,0.00,55.93,!35,DEFAULT_VEHTYPE,4.00,D3E3_0,85.50,0.00,90.00,392.70,298.40
98.00,36,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.60,!36,DEFAULT_VEHTYPE,0.00,B1B2_0,63.85,0.58,0.00,101.60,171.05
98.00,40,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.43,!40,DEFAULT_VEHTYPE,0.00,C3C2_0,69.44,11.48,180.00,198.40,223.36
98.00,41,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.08,!41,DEFAULT_VEHTYPE,0.00,E3E2_0,80.34,12.18,180.00,398.40,212.46
98.00,45,HBEFA3/PC_G_EU4,6314.31,128.52,0.74,2.74,0.13,2013.97,0.00,68.39,!45,DEFAULT_VEHTYPE,0.00,D0D1_0,9.13,7.78,0.00,301.60,16.33
98.00,46,HBEFA3/PC_G_EU4,5333.88,56.78,0.38,2.12,0.09,1701.25,0.00,66.79,!46,DEFAULT_VEHTYPE,0.00,D0C0_0,61.92,13.71,270.00,230.88,1.60
98.00,47,HBEFA3/PC_G_EU4,2621.14,164.23,0.81,1.20,0.07,836.08,0.00,55.87,!47,DEFAULT_VEHTYPE,2.00,B1B2_0,79.43,0.03,0.00,101.60,186.63
98.00,49,HBEFA3/PC_G_EU4,4859.60,110.95,0.62,2.08,0.09,1550.00,0.00,65.72,!49,DEFAULT_VEHTYPE,0.00,D4D3_0,84.92,6.71,180.00,298.40,307.88
98.00,5,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.06,!5,DEFAULT_VEHTYPE,0.00,C2C3_0,33.02,10.50,0.00,201.60,240.22
98.00,50,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!50,DEFAULT_VEHTYPE,8.00,B2C2_0,84.60,0.00,90.00,191.80,198.40
98.00,51,HBEFA3/PC_G_EU4,9100.73,158.00,0.94,3.98,0.19,2902.68,0.00,71.60,!51,DEFAULT_VEHTYPE,0.00,D2D3_0,8.98,10.56,0.00,301.60,216.18
98.00,52,HBEFA3/PC_G_EU4,6801.91,128.94,0.75,2.94,0.14,2169.49,0.00,68.82,!52,DEFAULT_VEHTYPE,0.00,:D0_6_0,12.89,8.67,90.00,305.69,-1.60
98.00,54,HBEFA3/PC_G_EU4,7566.01,124.91,0.75,3.25,0.15,2413.19,0.00,69.23,!54,DEFAULT_VEHTYPE,0.00,C2C3_0,11.53,10.73,0.00,201.60,218.73
98.00,55,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.26,!55,DEFAULT_VEHTYPE,0.00,B0B1_0,2.66,5.60,356.19,101.60,9.86
98.00,56,HBEFA3/PC_G_EU4,5209.58,111.08,0.63,2.23,0.10,1661.62,0.00,66.27,!56,DEFAULT_VEHTYPE,0.00,C3C2_0,17.45,7.31,180.00,198.40,275.35
98.00,58,HBEFA3/PC_G_EU4,2624.67,164.77,0.81,1.20,0.07,837.21,0.00,55.94,!58,DEFAULT_VEHTYPE,4.00,D1D0_0,85.50,0.00,180.00,298.40,7.30
98.00,59,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.43,!59,DEFAULT_VEHTYPE,0.00,D3C3_0,4.52,5.10,269.23,288.28,301.60
98.00,60,HBEFA3/PC_G_EU4,10418.53,170.04,1.03,4.55,0.22,3322.99,0.00,72.48,!60,DEFAULT_VEHTYPE,0.00,D2C2_0,33.87,12.44,270.00,258.93,201.60
98.00,61,HBEFA3/PC_G_EU4,2581.95,83.10,0.44,1.04,0.04,823.55,0.00,59.71,!61,DEFAULT_VEHTYPE,0.00,D4D3_0,70.51,5.21,180.00,298.40,322.29
98.00,62,HBEFA3/PC_G_EU4,2620.75,164.51,0.81,1.20,0.07,835.95,0.00,51.74,!62,DEFAULT_VEHTYPE,1.00,A3B3_0,77.09,0.01,90.00,84.29,298.40
98.00,63,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.27,!63,DEFAULT_VEHTYPE,0.00,:E0_1_0,5.17,5.43,60.82,401.07,0.71
98.00,64,HBEFA3/PC_G_EU4,4296.75,41.12,0.29,1.65,0.06,1370.46,0.00,65.53,!64,DEFAULT_VEHTYPE,0.00,D1D2_0,29.26,12.84,0.00,301.60,136.46
98.00,65,HBEFA3/PC_G_EU4,5961.87,120.14,0.69,2.57,0.12,1901.56,0.00,67.60,!65,DEFAULT_VEHTYPE,0.00,A1B1_0,8.64,7.88,90.00,15.84,98.40
98.00,66,HBEFA3/PC_G_EU4,1799.06,0.00,0.02,0.50,0.00,573.84,0.00,62.82,!66,DEFAULT_VEHTYPE,0.00,D0D1_0,84.93,11.88,0.00,301.60,92.13
98.00,67,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!67,DEFAULT_VEHTYPE,5.00,A3B3_0,84.60,0.00,90.00,91.80,298.40
98.00,68,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.38,!68,DEFAULT_VEHTYPE,0.00,:A3_6_0,5.56,6.35,27.89,3.89,297.54
98.00,69,HBEFA3/PC_G_EU4,3181.65,81.07,0.44,1.30,0.05,1014.82,0.00,61.69,!69,DEFAULT_VEHTYPE,0.00,D2C2_0,6.22,6.33,270.00,286.58,201.60
98.00,70,HBEFA3/PC_G_EU4,4482.35,95.05,0.54,1.88,0.08,1429.68,0.00,64.67,!70,DEFAULT_VEHTYPE,0.00,B2B3_0,85.50,7.40,0.00,101.60,292.70
98.00,71,HBEFA3/PC_G_EU4,3389.86,26.42,0.20,1.24,0.04,1081.22,0.00,64.44,!71,DEFAULT_VEHTYPE,0.00,C1D1_0,33.53,12.29,90.00,240.73,98.40
98.00,72,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.94,!72,DEFAULT_VEHTYPE,0.00,C0B0_0,55.36,12.66,270.00,137.44,1.60
98.00,73,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!73,DEFAULT_VEHTYPE,7.00,:C2_2_0,3.97,0.00,173.22,198.99,203.29
98.00,74,HBEFA3/PC_G_EU4,5383.37,115.40,0.65,2.31,0.11,1717.05,0.00,66.68,!74,DEFAULT_VEHTYPE,0.00,C0B0_0,14.35,7.25,270.00,178.45,1.60
98.00,75,HBEFA3/PC_G_EU4,1853.12,0.00,0.00,0.50,0.00,591.08,0.00,63.57,!75,DEFAULT_VEHTYPE,0.00,E2E1_0,62.41,12.88,180.00,398.40,130.39
98.00,76,HBEFA3/PC_G_EU4,6020.71,67.89,0.45,2.43,0.11,1920.31,0.00,67.55,!76,DEFAULT_VEHTYPE,0.00,C1C2_0,5.46,14.21,0.00,201.60,112.66
98.00,77,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.15,!77,DEFAULT_VEHTYPE,0.00,A4B4_0,82.85,10.30,90.00,86.05,398.40
98.00,78,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.91,!78,DEFAULT_VEHTYPE,0.00,:C4_6_0,5.31,6.07,115.37,197.41,396.32
98.00,79,HBEFA3/PC_G_EU4,2613.30,163.68,0.81,1.20,0.07,833.58,0.00,54.20,!79,DEFAULT_VEHTYPE,1.00,B1B2_0,71.89,0.05,0.00,101.60,179.09
98.00,8,HBEFA3/PC_G_EU4,5452.98,65.75,0.43,2.20,0.09,1739.24,0.00,66.62,!8,DEFAULT_VEHTYPE,0.00,B3B4_0,61.50,12.72,0.00,101.60,368.70
98.00,80,HBEFA3/PC_G_EU4,1865.14,0.00,0.00,0.48,0.00,594.91,0.00,64.16,!80,DEFAULT_VEHTYPE,0.00,A1A0_0,79.52,13.73,180.00,-1.60,13.28
98.00,81,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.29,!81,DEFAULT_VEHTYPE,0.00,B1B2_0,54.73,1.76,0.00,101.60,161.93
98.00,82,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.01,!82,DEFAULT_VEHTYPE,0.00,E1E2_0,79.00,10.58,0.00,401.60,186.20
98.00,83,HBEFA3/PC_G_EU4,4406.08,139.66,0.74,1.94,0.09,1405.36,0.00,66.96,!83,DEFAULT_VEHTYPE,0.00,B1B2_0,45.39,3.85,0.00,101.60,152.59
98.00,84,HBEFA3/PC_G_EU4,6824.15,94.16,0.59,2.85,0.13,2176.57,0.00,68.08,!84,DEFAULT_VEHTYPE,0.00,A1A2_0,36.05,12.70,0.00,1.60,143.25
98.00,85,HBEFA3/PC_G_EU4,6653.63,122.95,0.72,2.87,0.13,2122.19,0.00,68.41,!85,DEFAULT_VEHTYPE,0.00,E3D3_0,10.12,8.95,270.00,382.68,301.60
98.00,86,HBEFA3/PC_G_EU4,2616.99,163.82,0.81,1.20,0.07,834.76,0.00,55.26,!86,DEFAULT_VEHTYPE,1.00,C1D1_0,85.48,0.05,90.00,292.68,98.40
98.00,87,HBEFA3/PC_G_EU4,1731.14,0.00,0.00,0.41,0.00,552.17,0.00,64.30,!87,DEFAULT_VEHTYPE,0.00,C4B4_0,15.15,14.04,270.00,177.65,401.60
98.00,88,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.59,!88,DEFAULT_VEHTYPE,0.00,A2B2_0,83.31,5.05,90.00,90.51,198.40
98.00,89,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.28,!89,DEFAULT_VEHTYPE,0.00,C0D0_0,73.58,11.22,90.00,280.78,-1.60
98.00,9,HBEFA3/PC_G_EU4,6920.19,105.60,0.65,2.93,0.13,2207.21,0.00,68.21,!9,DEFAULT_VEHTYPE,0.00,B2B1_0,14.06,11.45,180.00,98.40,178.74
98.00,90,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.64,!90,DEFAULT_VEHTYPE,0.00,D2D3_0,72.66,11.69,0.00,301.60,279.86
98.00,91,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.05,!91,DEFAULT_VEHTYPE,0.00,E4D4_0,57.66,11.38,270.00,339.14,401.60
98.00,92,HBEFA3/PC_G_EU4,8576.34,142.83,0.86,3.72,0.18,2735.43,0.00,70.57,!92,DEFAULT_VEHTYPE,0.00,C0C1_0,37.50,11.07,0.00,201.60,44.70
98.00,93,HBEFA3/PC_G_EU4,6941.97,130.36,0.76,3.00,0.14,2214.16,0.00,69.00,!93,DEFAULT_VEHTYPE,0.00,E1D1_0,29.73,8.81,270.00,363.07,101.60
98.00,94,HBEFA3/PC_G_EU4,2923.55,148.26,0.74,1.31,0.07,932.53,0.00,62.27,!94,DEFAULT_VEHTYPE,0.00,B0C0_0,6.42,1.32,90.00,113.62,-1.60
98.00,95,HBEFA3/PC_G_EU4,5383.87,124.29,0.69,2.33,0.11,1717.22,0.00,67.14,!95,DEFAULT_VEHTYPE,0.00,C0D0_0,18.47,6.50,90.00,225.67,-1.60
98.00,96,HBEFA3/PC_G_EU4,3318.61,147.52,0.75,1.48,0.07,1058.52,0.00,64.87,!96,DEFAULT_VEHTYPE,0.00,B1C1_0,6.97,1.87,90.00,114.17,98.40
98.00,97,HBEFA3/PC_G_EU4,3780.60,149.65,0.77,1.69,0.08,1205.87,0.00,67.09,!97,DEFAULT_VEHTYPE,0.00,C1C0_0,7.43,2.33,180.00,198.40,85.37
98.00,98,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!98,DEFAULT_VEHTYPE,0.00,C3C4_0,5.10,0.00,0.00,201.60,312.30
99.00,0,HBEFA3/PC_G_EU4,8825.26,128.18,0.80,3.77,0.18,2814.82,0.00,70.26,!0,DEFAULT_VEHTYPE,0.00,A0B0_0,47.22,13.78,90.00,50.42,-1.60
99.00,10,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.63,!10,DEFAULT_VEHTYPE,0.00,D2D1_0,80.54,11.04,180.00,298.40,112.26
99.00,12,HBEFA3/PC_G_EU4,8659.31,131.44,0.81,3.71,0.18,2761.89,0.00,70.20,!12,DEFAULT_VEHTYPE,0.00,B3B4_0,21.12,12.77,0.00,101.60,328.32
99.00,14,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.05,!14,DEFAULT_VEHTYPE,0.00,C2C3_0,74.24,11.00,0.00,201.60,281.44
99.00,15,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.84,!15,DEFAULT_VEHTYPE,0.00,D3D2_0,76.42,11.05,180.00,298.40,216.38
99.00,19,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.74,!19,DEFAULT_VEHTYPE,0.00,D3D4_0,75.80,9.76,0.00,301.60,383.00
99.00,22,HBEFA3/PC_G_EU4,8018.33,130.04,0.78,3.45,0.16,2557.46,0.00,69.73,!22,DEFAULT_VEHTYPE,0.00,B2B1_0,4.50,11.23,180.00,98.40,188.30
99.00,24,HBEFA3/PC_G_EU4,1945.29,10.56,0.09,0.60,0.01,620.48,0.00,62.01,!24,DEFAULT_VEHTYPE,0.00,D2D3_0,58.54,10.58,0.00,301.60,265.74
99.00,25,HBEFA3/PC_G_EU4,2066.66,4.43,0.06,0.63,0.01,659.19,0.00,62.84,!25,DEFAULT_VEHTYPE,0.00,B2B1_0,74.98,11.61,180.00,98.40,117.82
99.00,26,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.31,!26,DEFAULT_VEHTYPE,0.00,B2B3_0,69.70,10.76,0.00,101.60,276.90
99.00,27,HBEFA3/PC_G_EU4,2947.96,16.91,0.14,1.03,0.03,940.27,0.00,64.07,!27,DEFAULT_VEHTYPE,0.00,C4D4_0,56.44,12.34,90.00,263.64,398.40
99.00,31,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.56,!31,DEFAULT_VEHTYPE,0.00,D3D2_0,53.15,13.82,180.00,298.40,239.65
