time,id,eclass,CO2,CO,HC,NOx,PMx,fuel,electricity,noise,route,type,waiting,lane,pos,speed,angle,x,y
60.00,60,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!60,DEFAULT_VEHTYPE,0.00,D3D2_0,5.10,0.00,180.00,298.40,287.70
60.00,8,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!8,DEFAULT_VEHTYPE,8.00,B2B3_0,84.60,0.00,0.00,101.60,291.80
60.00,9,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!9,DEFAULT_VEHTYPE,10.00,B3B2_0,69.60,0.00,180.00,98.40,223.20
61.00,0,HBEFA3/PC_G_EU4,9285.92,143.76,0.88,4.01,0.19,2961.75,0.00,70.93,!0,DEFAULT_VEHTYPE,0.00,D1C1_0,32.11,12.85,270.00,260.69,101.60
61.00,10,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!10,DEFAULT_VEHTYPE,11.00,D3D2_0,84.60,0.00,180.00,298.40,208.20
61.00,11,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.63,!11,DEFAULT_VEHTYPE,0.00,B3A3_0,74.48,12.24,270.00,18.32,301.60
61.00,12,HBEFA3/PC_G_EU4,7147.45,89.32,0.58,2.96,0.14,2279.69,0.00,68.63,!12,DEFAULT_VEHTYPE,0.00,C2B2_0,57.03,14.52,270.00,135.77,201.60
61.00,14,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!14,DEFAULT_VEHTYPE,12.00,C1C2_0,84.60,0.00,0.00,201.60,191.80
61.00,15,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!15,DEFAULT_VEHTYPE,12.00,D4D3_0,84.60,0.00,180.00,298.40,308.20
61.00,16,HBEFA3/PC_G_EU4,5200.46,66.36,0.42,2.10,0.09,1658.70,0.00,66.15,!16,DEFAULT_VEHTYPE,0.00,C3D3_0,47.48,11.93,90.00,254.68,298.40
61.00,18,HBEFA3/PC_G_EU4,1482.15,0.00,0.00,0.35,0.00,472.76,0.00,62.45,!18,DEFAULT_VEHTYPE,0.00,E1E0_0,62.41,11.73,180.00,398.40,30.39
61.00,19,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!19,DEFAULT_VEHTYPE,13.00,D2D3_0,84.60,0.00,0.00,301.60,291.80
61.00,2,HBEFA3/PC_G_EU4,4056.92,42.56,0.29,1.56,0.06,1293.97,0.00,64.93,!2,DEFAULT_VEHTYPE,0.00,D1D2_0,46.36,11.97,0.00,301.60,153.56
61.00,20,HBEFA3/PC_G_EU4,10587.78,166.44,1.01,4.61,0.23,3376.97,0.00,72.30,!20,DEFAULT_VEHTYPE,0.00,B2B1_0,34.97,13.47,180.00,98.40,157.83
61.00,22,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!22,DEFAULT_VEHTYPE,6.00,B3B2_0,62.10,0.00,180.00,98.40,230.70
61.00,23,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!23,DEFAULT_VEHTYPE,4.00,B2B3_0,77.10,0.00,0.00,101.60,284.30
61.00,24,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!24,DEFAULT_VEHTYPE,17.00,D1D2_0,84.60,0.00,0.00,301.60,191.80
61.00,25,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!25,DEFAULT_VEHTYPE,14.00,B3B2_0,84.60,0.00,180.00,98.40,208.20
61.00,26,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!26,DEFAULT_VEHTYPE,11.00,B1B2_0,84.60,0.00,0.00,101.60,191.80
61.00,27,HBEFA3/PC_G_EU4,2684.29,6.37,0.09,0.89,0.02,856.18,0.00,64.29,!27,DEFAULT_VEHTYPE,0.00,E2E3_0,58.22,13.07,0.00,401.60,265.42
61.00,28,HBEFA3/PC_G_EU4,7889.18,105.47,0.67,3.31,0.16,2516.26,0.00,69.31,!28,DEFAULT_VEHTYPE,0.00,A2B2_0,52.01,14.37,90.00,59.21,198.40
61.00,3,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.88,!3,DEFAULT_VEHTYPE,0.00,:B2_5_0,3.74,13.93,270.00,103.46,201.60
61.00,30,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.57,!30,DEFAULT_VEHTYPE,0.00,E1E0_0,41.38,11.76,180.00,398.40,51.42
61.00,31,HBEFA3/PC_G_EU4,2621.68,164.35,0.81,1.20,0.07,836.25,0.00,55.62,!31,DEFAULT_VEHTYPE,2.00,D4D3_0,77.10,0.02,180.00,298.40,315.70
61.00,32,HBEFA3/PC_G_EU4,2609.95,162.70,0.80,1.19,0.07,832.51,0.00,55.67,!32,DEFAULT_VEHTYPE,0.00,D1D2_0,77.07,0.10,0.00,301.60,184.27
61.00,33,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!33,DEFAULT_VEHTYPE,9.00,B1B2_0,77.10,0.00,0.00,101.60,184.30
61.00,34,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!34,DEFAULT_VEHTYPE,12.00,B3B2_0,77.10,0.00,180.00,98.40,215.70
61.00,35,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.82,!35,DEFAULT_VEHTYPE,0.00,A2A3_0,85.14,6.41,0.00,1.60,292.34
61.00,36,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.48,!36,DEFAULT_VEHTYPE,0.00,D0C0_0,57.13,12.48,270.00,235.67,1.60
61.00,37,HBEFA3/PC_G_EU4,5681.59,96.59,0.57,2.39,0.11,1812.16,0.00,66.59,!37,DEFAULT_VEHTYPE,0.00,C0B0_0,20.00,9.59,270.00,172.80,1.60
61.00,38,HBEFA3/PC_G_EU4,5303.33,80.16,0.49,2.19,0.09,1691.52,0.00,66.04,!38,DEFAULT_VEHTYPE,0.00,D1C1_0,8.80,10.53,270.00,284.00,101.60
61.00,39,HBEFA3/PC_G_EU4,4677.16,52.43,0.35,1.85,0.07,1491.80,0.00,65.71,!39,DEFAULT_VEHTYPE,0.00,B1C1_0,83.49,12.35,90.00,190.69,98.40
61.00,4,HBEFA3/PC_G_EU4,7082.98,95.13,0.60,2.96,0.14,2259.12,0.00,68.41,!4,DEFAULT_VEHTYPE,0.00,A1A0_0,48.77,13.34,180.00,-1.60,44.03
61.00,40,HBEFA3/PC_G_EU4,6885.55,92.34,0.58,2.87,0.13,2196.16,0.00,68.19,!40,DEFAULT_VEHTYPE,0.00,C4C3_0,50.78,13.15,180.00,198.40,342.02
61.00,41,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.52,!41,DEFAULT_VEHTYPE,0.00,B4C4_0,80.84,12.73,90.00,188.04,398.40
61.00,42,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.85,!42,DEFAULT_VEHTYPE,0.00,:B1_19_0,0.10,2.98,349.29,100.71,94.04
61.00,43,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.67,!43,DEFAULT_VEHTYPE,0.00,:E2_0_0,6.00,6.13,212.48,395.73,202.24
61.00,44,HBEFA3/PC_G_EU4,4159.80,33.34,0.25,1.57,0.06,1326.78,0.00,65.73,!44,DEFAULT_VEHTYPE,0.00,B2B1_0,57.82,13.59,180.00,98.40,134.98
61.00,45,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.33,!45,DEFAULT_VEHTYPE,0.00,:A1_0_0,8.42,14.14,180.00,-1.60,98.78
61.00,46,HBEFA3/PC_G_EU4,6382.86,101.93,0.62,2.70,0.12,2035.83,0.00,67.55,!46,DEFAULT_VEHTYPE,0.00,E3E2_0,28.49,10.58,180.00,398.40,264.31
61.00,47,HBEFA3/PC_G_EU4,1800.54,51.34,0.27,0.64,0.01,574.32,0.00,58.58,!47,DEFAULT_VEHTYPE,0.00,B1B2_0,2.50,6.44,4.07,101.60,109.70
61.00,48,HBEFA3/PC_G_EU4,5000.22,115.30,0.64,2.15,0.10,1594.85,0.00,66.12,!48,DEFAULT_VEHTYPE,0.00,E3D3_0,7.36,6.59,270.00,385.44,301.60
61.00,49,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.59,!49,DEFAULT_VEHTYPE,0.00,:E4_0_0,4.76,4.78,335.50,399.64,400.86
61.00,5,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!5,DEFAULT_VEHTYPE,6.00,C1C2_0,77.10,0.00,0.00,201.60,184.30
61.00,50,HBEFA3/PC_G_EU4,3961.40,44.36,0.29,1.53,0.06,1263.51,0.00,64.64,!50,DEFAULT_VEHTYPE,0.00,:A1_7_0,10.67,11.49,0.00,1.60,103.47
61.00,51,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.51,!51,DEFAULT_VEHTYPE,0.00,D1D2_0,65.63,7.83,0.00,301.60,172.83
61.00,52,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!52,DEFAULT_VEHTYPE,0.00,B2B1_0,5.10,0.00,180.00,98.40,187.70
61.00,53,HBEFA3/PC_G_EU4,8764.86,120.31,0.76,3.71,0.18,2795.55,0.00,70.18,!53,DEFAULT_VEHTYPE,0.00,A3A2_0,71.45,14.95,180.00,-1.60,221.35
61.00,54,HBEFA3/PC_G_EU4,3967.88,42.02,0.28,1.52,0.06,1265.58,0.00,64.77,!54,DEFAULT_VEHTYPE,0.00,C1C2_0,58.14,11.80,0.00,201.60,165.34
61.00,55,HBEFA3/PC_G_EU4,4780.70,139.96,0.75,2.10,0.10,1524.84,0.00,67.62,!55,DEFAULT_VEHTYPE,0.00,E1E0_0,11.57,4.37,180.00,398.40,81.23
61.00,56,HBEFA3/PC_G_EU4,5146.45,93.85,0.55,2.16,0.09,1641.49,0.00,65.78,!56,DEFAULT_VEHTYPE,0.00,C2C3_0,33.31,8.77,0.00,201.60,240.51
61.00,57,HBEFA3/PC_G_EU4,4583.54,105.11,0.59,1.95,0.09,1461.95,0.00,65.05,!57,DEFAULT_VEHTYPE,0.00,E2E1_0,23.55,6.73,180.00,398.40,169.25
61.00,58,HBEFA3/PC_G_EU4,3933.03,112.74,0.60,1.68,0.08,1254.48,0.00,63.92,!58,DEFAULT_VEHTYPE,0.00,B2C2_0,15.80,5.08,90.00,123.00,198.40
61.00,59,HBEFA3/PC_G_EU4,4989.54,142.28,0.77,2.20,0.11,1591.45,0.00,68.18,!59,DEFAULT_VEHTYPE,0.00,C4D4_0,11.74,4.51,90.00,218.94,398.40
61.00,60,HBEFA3/PC_G_EU4,3061.27,147.55,0.74,1.37,0.07,976.45,0.00,63.30,!60,DEFAULT_VEHTYPE,0.00,D3D2_0,6.64,1.54,180.00,298.40,286.16
61.00,61,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!61,DEFAULT_VEHTYPE,0.00,D3D4_0,5.10,0.00,0.00,301.60,312.30
61.00,8,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!8,DEFAULT_VEHTYPE,9.00,B2B3_0,84.60,0.00,0.00,101.60,291.80
61.00,9,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!9,DEFAULT_VEHTYPE,11.00,B3B2_0,69.60,0.00,180.00,98.40,223.20
62.00,0,HBEFA3/PC_G_EU4,5864.02,66.92,0.44,2.37,0.10,1870.34,0.00,67.31,!0,DEFAULT_VEHTYPE,0.00,D1C1_0,45.94,13.83,270.00,246.86,101.60
62.00,10,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!10,DEFAULT_VEHTYPE,12.00,D3D2_0,84.60,0.00,180.00,298.40,208.20
62.00,11,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.80,!11,DEFAULT_VEHTYPE,0.00,B3A3_0,82.22,7.74,270.00,10.58,301.60
62.00,12,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.04,!12,DEFAULT_VEHTYPE,0.00,C2B2_0,70.79,13.77,270.00,122.01,201.60
62.00,14,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!14,DEFAULT_VEHTYPE,13.00,C1C2_0,84.60,0.00,0.00,201.60,191.80
62.00,15,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!15,DEFAULT_VEHTYPE,13.00,D4D3_0,84.60,0.00,180.00,298.40,308.20
62.00,16,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.22,!16,DEFAULT_VEHTYPE,0.00,C3D3_0,58.78,11.30,90.00,265.98,298.40
62.00,18,HBEFA3/PC_G_EU4,4956.77,56.70,0.37,1.97,0.08,1580.98,0.00,66.06,!18,DEFAULT_VEHTYPE,0.00,E1E0_0,74.97,12.56,180.00,398.40,17.83
62.00,19,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!19,DEFAULT_VEHTYPE,14.00,D2D3_0,84.60,0.00,0.00,301.60,291.80
62.00,2,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.46,!2,DEFAULT_VEHTYPE,0.00,D1D2_0,55.01,8.65,0.00,301.60,162.21
62.00,20,HBEFA3/PC_G_EU4,1790.18,0.00,0.00,0.46,0.00,571.00,0.00,63.84,!20,DEFAULT_VEHTYPE,0.00,B2B1_0,48.30,13.33,180.00,98.40,144.50
62.00,22,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!22,DEFAULT_VEHTYPE,7.00,B3B2_0,62.10,0.00,180.00,98.40,230.70
62.00,23,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!23,DEFAULT_VEHTYPE,5.00,B2B3_0,77.10,0.00,0.00,101.60,284.30
62.00,24,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!24,DEFAULT_VEHTYPE,18.00,D1D2_0,84.60,0.00,0.00,301.60,191.80
62.00,25,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!25,DEFAULT_VEHTYPE,15.00,B3B2_0,84.60,0.00,180.00,98.40,208.20
62.00,26,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!26,DEFAULT_VEHTYPE,12.00,B1B2_0,84.60,0.00,0.00,101.60,191.80
62.00,27,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.09,!27,DEFAULT_VEHTYPE,0.00,E2E3_0,70.22,12.00,0.00,401.60,277.42
62.00,28,HBEFA3/PC_G_EU4,6389.36,69.45,0.47,2.58,0.12,2037.90,0.00,68.18,!28,DEFAULT_VEHTYPE,0.00,A2B2_0,67.36,15.34,90.00,74.56,198.40
62.00,3,HBEFA3/PC_G_EU4,4337.93,31.91,0.25,1.63,0.06,1383.60,0.00,66.26,!3,DEFAULT_VEHTYPE,0.00,B2A2_0,3.79,14.44,270.00,89.01,201.60
62.00,30,HBEFA3/PC_G_EU4,1509.75,0.00,0.00,0.37,0.00,481.56,0.00,62.33,!30,DEFAULT_VEHTYPE,0.00,E1E0_0,52.92,11.54,180.00,398.40,39.88
62.00,31,HBEFA3/PC_G_EU4,2624.60,164.76,0.81,1.20,0.07,837.18,0.00,55.85,!31,DEFAULT_VEHTYPE,3.00,D4D3_0,77.10,0.00,180.00,298.40,315.70
62.00,32,HBEFA3/PC_G_EU4,2621.47,164.33,0.81,1.20,0.07,836.18,0.00,55.60,!32,DEFAULT_VEHTYPE,1.00,D1D2_0,77.09,0.02,0.00,301.60,184.29
62.00,33,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!33,DEFAULT_VEHTYPE,10.00,B1B2_0,77.10,0.00,0.00,101.60,184.30
62.00,34,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!34,DEFAULT_VEHTYPE,13.00,B3B2_0,77.10,0.00,180.00,98.40,215.70
62.00,35,HBEFA3/PC_G_EU4,2343.55,61.18,0.33,0.89,0.03,747.52,0.00,59.84,!35,DEFAULT_VEHTYPE,0.00,:A3_6_0,6.08,6.55,33.37,4.34,297.81
62.00,36,HBEFA3/PC_G_EU4,5177.36,56.04,0.38,2.06,0.09,1651.33,0.00,66.52,!36,DEFAULT_VEHTYPE,0.00,D0C0_0,70.45,13.32,270.00,222.35,1.60
62.00,37,HBEFA3/PC_G_EU4,6797.58,105.25,0.64,2.88,0.13,2168.10,0.00,68.07,!37,DEFAULT_VEHTYPE,0.00,C0B0_0,31.19,11.19,270.00,161.61,1.60
62.00,38,HBEFA3/PC_G_EU4,10932.69,176.18,1.07,4.78,0.24,3486.98,0.00,72.85,!38,DEFAULT_VEHTYPE,0.00,D1C1_0,21.87,13.07,270.00,270.93,101.60
62.00,4,HBEFA3/PC_G_EU4,5654.65,60.26,0.41,2.26,0.10,1803.56,0.00,67.23,!4,DEFAULT_VEHTYPE,0.00,A1A0_0,63.00,14.23,180.00,-1.60,29.80
62.00,40,HBEFA3/PC_G_EU4,3174.36,14.28,0.14,1.11,0.03,1012.48,0.00,64.86,!40,DEFAULT_VEHTYPE,0.00,C4C3_0,64.18,13.40,180.00,198.40,328.62
62.00,41,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.28,!41,DEFAULT_VEHTYPE,0.00,:C4_7_0,7.48,12.24,90.00,200.28,398.40
62.00,42,HBEFA3/PC_G_EU4,2671.75,110.05,0.56,1.13,0.05,852.20,0.00,59.35,!42,DEFAULT_VEHTYPE,0.00,B1B0_0,0.30,3.43,265.21,98.40,92.50
62.00,43,HBEFA3/PC_G_EU4,3160.52,75.76,0.42,1.28,0.05,1008.08,0.00,61.74,!43,DEFAULT_VEHTYPE,0.00,E2D2_0,3.70,6.73,267.89,389.10,201.60
62.00,44,HBEFA3/PC_G_EU4,1710.40,0.00,0.00,0.42,0.00,545.56,0.00,63.86,!44,DEFAULT_VEHTYPE,0.00,B2B1_0,71.24,13.42,180.00,98.40,121.56
62.00,45,HBEFA3/PC_G_EU4,4598.89,35.82,0.27,1.75,0.07,1466.83,0.00,66.57,!45,DEFAULT_VEHTYPE,0.00,A1A0_0,8.73,14.71,180.00,-1.60,84.07
62.00,46,HBEFA3/PC_G_EU4,7967.49,120.13,0.74,3.40,0.16,2541.24,0.00,69.43,!46,DEFAULT_VEHTYPE,0.00,E3E2_0,40.85,12.36,180.00,398.40,251.95
62.00,47,HBEFA3/PC_G_EU4,5753.02,112.77,0.65,2.46,0.11,1834.95,0.00,67.05,!47,DEFAULT_VEHTYPE,0.00,B1B2_0,10.66,8.16,0.00,101.60,117.86
62.00,48,HBEFA3/PC_G_EU4,5816.14,112.41,0.65,2.49,0.11,1855.08,0.00,67.12,!48,DEFAULT_VEHTYPE,0.00,E3D3_0,15.68,8.31,270.00,377.12,301.60
62.00,49,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.98,!49,DEFAULT_VEHTYPE,0.00,E4D4_0,1.31,4.30,283.10,395.49,401.60
62.00,5,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!5,DEFAULT_VEHTYPE,7.00,C1C2_0,77.10,0.00,0.00,201.60,184.30
62.00,50,HBEFA3/PC_G_EU4,1963.66,3.78,0.06,0.59,0.01,626.34,0.00,62.63,!50,DEFAULT_VEHTYPE,0.00,A1A2_0,7.70,11.42,0.00,1.60,114.90
62.00,51,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.91,!51,DEFAULT_VEHTYPE,0.00,D1D2_0,69.12,3.49,0.00,301.60,176.32
62.00,52,HBEFA3/PC_G_EU4,3573.76,148.45,0.76,1.59,0.08,1139.90,0.00,66.16,!52,DEFAULT_VEHTYPE,0.00,B2B1_0,7.24,2.14,180.00,98.40,185.56
62.00,53,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.62,!53,DEFAULT_VEHTYPE,0.00,A3A2_0,81.90,10.45,180.00,-1.60,210.90
62.00,54,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.22,!54,DEFAULT_VEHTYPE,0.00,C1C2_0,65.52,7.38,0.00,201.60,172.72
62.00,55,HBEFA3/PC_G_EU4,6663.84,145.85,0.82,2.92,0.14,2125.46,0.00,69.93,!55,DEFAULT_VEHTYPE,0.00,E1E0_0,18.47,6.90,180.00,398.40,74.33
62.00,56,HBEFA3/PC_G_EU4,8834.70,148.07,0.89,3.84,0.19,2817.84,0.00,70.94,!56,DEFAULT_VEHTYPE,0.00,C2C3_0,44.39,11.08,0.00,201.60,251.59
62.00,57,HBEFA3/PC_G_EU4,8074.79,149.57,0.87,3.53,0.17,2575.47,0.00,70.79,!57,DEFAULT_VEHTYPE,0.00,E2E1_0,32.76,9.22,180.00,398.40,160.04
62.00,58,HBEFA3/PC_G_EU4,5554.60,122.13,0.69,2.40,0.11,1771.67,0.00,67.23,!58,DEFAULT_VEHTYPE,0.00,B2C2_0,22.78,6.98,90.00,129.98,198.40
62.00,59,HBEFA3/PC_G_EU4,6686.84,144.97,0.82,2.93,0.14,2132.79,0.00,69.86,!59,DEFAULT_VEHTYPE,0.00,C4D4_0,18.76,7.02,90.00,225.96,398.40
62.00,60,HBEFA3/PC_G_EU4,4937.43,147.15,0.79,2.18,0.11,1574.83,0.00,68.76,!60,DEFAULT_VEHTYPE,0.00,D3D2_0,10.72,4.09,180.00,298.40,282.08
62.00,61,HBEFA3/PC_G_EU4,3212.44,147.38,0.75,1.43,0.07,1024.66,0.00,64.27,!61,DEFAULT_VEHTYPE,0.00,D3D4_0,6.84,1.74,0.00,301.60,314.04
62.00,62,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!62,DEFAULT_VEHTYPE,0.00,A0A1_0,5.10,0.00,0.00,1.60,8.30
62.00,8,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!8,DEFAULT_VEHTYPE,10.00,B2B3_0,84.60,0.00,0.00,101.60,291.80
62.00,9,HBEFA3/PC_G_EU4,2624.71,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!9,DEFAULT_VEHTYPE,12.00,B3B2_0,69.60,0.00,180.00,98.40,223.20
63.00,0,HBEFA3/PC_G_EU4,5575.48,56.20,0.39,2.21,0.10,1778.31,0.00,67.31,!0,DEFAULT_VEHTYPE,0.00,D1C1_0,60.60,14.66,270.00,232.20,101.60
63.00,10,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!10,DEFAULT_VEHTYPE,13.00,D3D2_0,84.60,0.00,180.00,298.40,208.20
63.00,11,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.16,!11,DEFAULT_VEHTYPE,0.00,:A3_3_0,2.79,6.17,275.94,4.48,302.11
63.00,12,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.92,!12,DEFAULT_VEHTYPE,0.00,C2B2_0,81.32,10.53,270.00,111.48,201.60
63.00,14,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!14,DEFAULT_VEHTYPE,14.00,C1C2_0,84.60,0.00,0.00,201.60,191.80
63.00,15,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!15,DEFAULT_VEHTYPE,14.00,D4D3_0,84.60,0.00,180.00,298.40,308.20
63.00,16,HBEFA3/PC_G_EU4,3086.23,25.44,0.19,1.11,0.03,984.38,0.00,63.78,!16,DEFAULT_VEHTYPE,0.00,C3D3_0,70.38,11.60,90.00,277.58,298.40
63.00,18,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.74,!18,DEFAULT_VEHTYPE,0.00,E1E0_0,83.29,8.32,180.00,398.40,9.51
63.00,19,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!19,DEFAULT_VEHTYPE,15.00,D2D3_0,84.60,0.00,0.00,301.60,291.80
63.00,2,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.60,!2,DEFAULT_VEHTYPE,0.00,D1D2_0,60.54,5.53,0.00,301.60,167.74
63.00,20,HBEFA3/PC_G_EU4,4332.59,35.10,0.26,1.64,0.06,1381.89,0.00,66.00,!20,DEFAULT_VEHTYPE,0.00,B2B1_0,62.17,13.88,180.00,98.40,130.63
63.00,22,HBEFA3/PC_G_EU4,2624.71,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!22,DEFAULT_VEHTYPE,8.00,B3B2_0,62.10,0.00,180.00,98.40,230.70
63.00,23,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!23,DEFAULT_VEHTYPE,6.00,B2B3_0,77.10,0.00,0.00,101.60,284.30
63.00,24,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!24,DEFAULT_VEHTYPE,19.00,D1D2_0,84.60,0.00,0.00,301.60,191.80
63.00,25,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!25,DEFAULT_VEHTYPE,16.00,B3B2_0,84.60,0.00,180.00,98.40,208.20
63.00,26,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.20,0.07,837.22,0.00,55.94,!26,DEFAULT_VEHTYPE,13.00,B1B2_0,84.60,0.00,0.00,101.60,191.80
63.00,27,HBEFA3/PC_G_EU4,3817.56,33.74,0.24,1.44,0.05,1217.63,0.00,64.93,!27,DEFAULT_VEHTYPE,0.00,E2E3_0,82.71,12.49,0.00,401.60,289.91
63.00,28,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.50,!28,DEFAULT_VEHTYPE,0.00,A2B2_0,81.86,14.50,90.00,89.06,198.40
63.00,3,HBEFA3/PC_G_EU4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.27,!3,DEFAULT_VEHTYPE,0.00,B2A2_0,17.60,13.82,270.00,75.20,201.60
63.00,30,HBEFA3/PC_G_EU4,7350.71,102.69,0.64,3.09,0.14,2344.52,0.00,68.68,!30,DEFAULT_VEHTYPE,0.00,E1E0_0,65.95,13.03,180.00,398.40,26.85
