time,id,x,y,angle,type,speed,pos,lane,slope
53.00,30,398.40,149.15,180.00,DEFAULT_VEHTYPE,11.97,43.65,E2E1_0,0.00
53.00,31,298.40,367.93,180.00,DEFAULT_VEHTYPE,11.37,24.87,D4D3_0,0.00
53.00,32,301.60,130.13,0.00,DEFAULT_VEHTYPE,13.31,22.93,D1D2_0,0.00
53.00,33,101.60,184.30,0.00,DEFAULT_VEHTYPE,0.02,77.10,B1B2_0,0.00
53.00,34,98.40,215.70,180.00,DEFAULT_VEHTYPE,0.00,77.10,B3B2_0,0.00
53.00,35,1.60,194.78,0.00,DEFAULT_VEHTYPE,13.15,1.98,:A2_7_0,0.00
53.00,36,337.47,1.60,270.00,DEFAULT_VEHTYPE,13.25,59.33,E0D0_0,0.00
53.00,37,198.40,45.45,180.00,DEFAULT_VEHTYPE,15.89,47.35,C1C0_0,0.00
53.00,38,346.89,101.60,270.00,DEFAULT_VEHTYPE,12.97,45.91,E1D1_0,0.00
53.00,39,107.18,98.40,103.25,DEFAULT_VEHTYPE,6.80,10.11,:B1_16_0,0.00
53.00,4,1.60,90.93,0.00,DEFAULT_VEHTYPE,6.51,87.73,A0A1_0,0.00
53.00,40,201.60,391.15,0.00,DEFAULT_VEHTYPE,5.17,83.95,C3C4_0,0.00
53.00,41,107.47,398.40,176.18,DEFAULT_VEHTYPE,2.21,0.27,B4C4_0,0.00
53.00,42,101.60,10.57,357.36,DEFAULT_VEHTYPE,6.89,3.37,B0B1_0,0.00
53.00,43,398.40,294.84,180.00,DEFAULT_VEHTYPE,13.16,12.36,:E3_1_0,0.00
53.00,44,86.46,198.40,90.00,DEFAULT_VEHTYPE,10.95,79.26,A2B2_0,0.00
53.00,45,-1.60,214.07,180.00,DEFAULT_VEHTYPE,13.83,78.73,A3A2_0,0.00
53.00,46,365.45,298.40,90.00,DEFAULT_VEHTYPE,13.17,58.25,D3E3_0,0.00
53.00,47,36.21,98.40,90.00,DEFAULT_VEHTYPE,8.27,29.01,A1B1_0,0.00
53.00,48,398.40,361.62,180.00,DEFAULT_VEHTYPE,10.34,35.18,E4E3_0,0.00
53.00,49,401.60,328.50,0.00,DEFAULT_VEHTYPE,6.11,21.30,E3E4_0,0.00
53.00,5,201.60,183.18,0.00,DEFAULT_VEHTYPE,2.87,75.98,C1C2_0,0.00
53.00,50,1.60,20.53,0.00,DEFAULT_VEHTYPE,5.63,17.33,A0A1_0,0.00
53.00,51,301.60,112.30,0.00,DEFAULT_VEHTYPE,0.00,5.10,D1D2_0,0.00
53.00,53,-1.60,287.70,180.00,DEFAULT_VEHTYPE,0.00,5.10,A3A2_0,0.00
53.00,8,101.60,291.79,0.00,DEFAULT_VEHTYPE,0.00,84.59,B2B3_0,0.00
53.00,9,98.40,223.20,180.00,DEFAULT_VEHTYPE,0.00,69.60,B3B2_0,0.00
54.00,0,313.69,101.60,270.00,DEFAULT_VEHTYPE,1.11,79.11,E1D1_0,0.00
54.00,10,298.40,208.20,180.00,DEFAULT_VEHTYPE,0.00,84.60,D3D2_0,0.00
54.00,11,113.31,301.60,270.00,DEFAULT_VEHTYPE,13.03,79.49,C3B3_0,0.00
54.00,12,235.15,201.60,270.00,DEFAULT_VEHTYPE,14.51,57.65,D2C2_0,0.00
54.00,14,201.60,191.80,0.00,DEFAULT_VEHTYPE,0.00,84.60,C1C2_0,0.00
54.00,15,298.40,308.20,180.00,DEFAULT_VEHTYPE,0.00,84.60,D4D3_0,0.00
54.00,16,173.26,298.40,90.00,DEFAULT_VEHTYPE,11.91,66.06,B3C3_0,0.00
54.00,18,398.40,116.02,180.00,DEFAULT_VEHTYPE,11.95,76.78,E2E1_0,0.00
54.00,19,301.60,291.80,0.00,DEFAULT_VEHTYPE,0.00,84.60,D2D3_0,0.00
54.00,2,302.75,103.41,292.17,DEFAULT_VEHTYPE,3.60,5.00,:D1_4_0,0.00
54.00,20,112.32,201.60,270.00,DEFAULT_VEHTYPE,10.78,80.48,C2B2_0,0.00
54.00,22,98.40,230.85,180.00,DEFAULT_VEHTYPE,1.12,61.95,B3B2_0,0.00
54.00,23,101.60,274.01,0.00,DEFAULT_VEHTYPE,10.30,66.81,B2B3_0,0.00
54.00,24,301.60,191.80,0.00,DEFAULT_VEHTYPE,0.00,84.60,D1D2_0,0.00
54.00,25,98.40,208.20,180.00,DEFAULT_VEHTYPE,0.00,84.60,B3B2_0,0.00
54.00,26,101.60,191.80,0.00,DEFAULT_VEHTYPE,0.00,84.60,B1B2_0,0.00
54.00,27,401.60,177.79,0.00,DEFAULT_VEHTYPE,13.07,70.59,E1E2_0,0.00
54.00,28,1.60,183.27,0.00,DEFAULT_VEHTYPE,13.35,76.07,A1A2_0,0.00
54.00,3,204.40,201.60,270.00,DEFAULT_VEHTYPE,14.68,2.80,:C2_5_0,0.00
54.00,30,398.40,137.35,180.00,DEFAULT_VEHTYPE,11.80,55.45,E2E1_0,0.00
54.00,31,298.40,355.22,180.00,DEFAULT_VEHTYPE,12.72,37.58,D4D3_0,0.00
54.00,32,301.60,143.08,0.00,DEFAULT_VEHTYPE,12.95,35.88,D1D2_0,0.00
54.00,33,101.60,184.30,0.00,DEFAULT_VEHTYPE,0.00,77.10,B1B2_0,0.00
54.00,34,98.40,215.70,180.00,DEFAULT_VEHTYPE,0.00,77.10,B3B2_0,0.00
54.00,35,1.60,208.07,0.00,DEFAULT_VEHTYPE,13.29,0.87,A2A3_0,0.00
54.00,36,324.68,1.60,270.00,DEFAULT_VEHTYPE,12.79,72.12,E0D0_0,0.00
54.00,37,198.40,30.28,180.00,DEFAULT_VEHTYPE,15.17,62.52,C1C0_0,0.00
54.00,38,334.32,101.60,270.00,DEFAULT_VEHTYPE,12.58,58.48,E1D1_0,0.00
54.00,39,113.45,98.40,90.00,DEFAULT_VEHTYPE,6.27,6.25,B1C1_0,0.00
54.00,4,0.71,94.04,349.29,DEFAULT_VEHTYPE,3.41,0.10,:A1_11_0,0.00
54.00,40,201.10,393.55,354.09,DEFAULT_VEHTYPE,2.55,0.90,:C4_5_0,0.00
54.00,41,112.16,398.40,90.23,DEFAULT_VEHTYPE,4.69,4.96,B4C4_0,0.00
54.00,42,101.60,20.02,0.00,DEFAULT_VEHTYPE,9.44,12.82,B0B1_0,0.00
54.00,43,398.40,280.93,180.00,DEFAULT_VEHTYPE,13.92,11.87,E3E2_0,0.00
54.00,44,92.91,198.38,90.18,DEFAULT_VEHTYPE,6.45,0.11,:B2_12_0,0.00
54.00,45,-1.60,199.84,180.00,DEFAULT_VEHTYPE,14.23,7.36,:A2_0_0,0.00
54.00,46,378.05,298.40,90.00,DEFAULT_VEHTYPE,12.60,70.85,D3E3_0,0.00
54.00,47,46.61,98.40,90.00,DEFAULT_VEHTYPE,10.41,39.41,A1B1_0,0.00
54.00,48,398.40,350.56,180.00,DEFAULT_VEHTYPE,11.06,46.24,E4E3_0,0.00
54.00,49,401.60,336.71,0.00,DEFAULT_VEHTYPE,8.20,29.51,E3E4_0,0.00
54.00,5,201.60,183.96,0.00,DEFAULT_VEHTYPE,0.77,76.76,C1C2_0,0.00
54.00,50,1.60,27.62,0.00,DEFAULT_VEHTYPE,7.10,24.42,A0A1_0,0.00
54.00,51,301.60,113.87,0.00,DEFAULT_VEHTYPE,1.57,6.67,D1D2_0,0.00
54.00,53,-1.60,285.89,180.00,DEFAULT_VEHTYPE,1.81,6.91,A3A2_0,0.00
54.00,54,201.60,112.30,0.00,DEFAULT_VEHTYPE,0.00,5.10,C1C2_0,0.00
54.00,8,101.60,291.80,0.00,DEFAULT_VEHTYPE,0.00,84.60,B2B3_0,0.00
54.00,9,98.40,223.20,180.00,DEFAULT_VEHTYPE,0.00,69.60,B3B2_0,0.00
55.00,0,310.34,101.60,270.00,DEFAULT_VEHTYPE,3.34,82.46,E1D1_0,0.00
55.00,10,298.40,208.20,180.00,DEFAULT_VEHTYPE,0.00,84.60,D3D2_0,0.00
55.00,11,99.51,301.60,270.00,DEFAULT_VEHTYPE,13.79,7.69,:B3_5_0,0.00
55.00,12,220.75,201.60,270.00,DEFAULT_VEHTYPE,14.39,72.05,D2C2_0,0.00
55.00,14,201.60,191.80,0.00,DEFAULT_VEHTYPE,0.00,84.60,C1C2_0,0.00
55.00,15,298.40,308.20,180.00,DEFAULT_VEHTYPE,0.00,84.60,D4D3_0,0.00
55.00,16,184.81,298.40,90.00,DEFAULT_VEHTYPE,11.56,77.61,B3C3_0,0.00
55.00,18,398.40,103.35,180.00,DEFAULT_VEHTYPE,12.67,3.85,:E1_1_0,0.00
55.00,19,301.60,291.80,0.00,DEFAULT_VEHTYPE,0.00,84.60,D2D3_0,0.00
55.00,2,301.75,106.18,327.17,DEFAULT_VEHTYPE,3.00,8.00,:D1_4_0,0.00
55.00,20,105.86,201.41,267.81,DEFAULT_VEHTYPE,6.47,1.35,:B2_6_0,0.00
55.00,22,98.40,230.74,180.00,DEFAULT_VEHTYPE,0.11,62.06,B3B2_0,0.00
55.00,23,101.60,281.25,0.00,DEFAULT_VEHTYPE,7.24,74.05,B2B3_0,0.00
55.00,24,301.60,191.80,0.00,DEFAULT_VEHTYPE,0.00,84.60,D1D2_0,0.00
55.00,25,98.40,208.20,180.00,DEFAULT_VEHTYPE,0.00,84.60,B3B2_0,0.00
55.00,26,101.60,191.80,0.00,DEFAULT_VEHTYPE,0.00,84.60,B1B2_0,0.00
55.00,27,401.60,190.14,0.00,DEFAULT_VEHTYPE,12.35,82.94,E1E2_0,0.00
55.00,28,1.60,192.12,0.00,DEFAULT_VEHTYPE,8.85,84.92,A1A2_0,0.00
55.00,3,189.67,201.60,270.00,DEFAULT_VEHTYPE,14.73,3.13,C2B2_0,0.00
55.00,30,398.40,124.85,180.00,DEFAULT_VEHTYPE,12.51,67.95,E2E1_0,0.00
55.00,31,298.40,340.17,180.00,DEFAULT_VEHTYPE,15.05,52.63,D4D3_0,0.00
55.00,32,301.60,157.03,0.00,DEFAULT_VEHTYPE,13.95,49.83,D1D2_0,0.00
55.00,33,101.60,184.30,0.00,DEFAULT_VEHTYPE,0.00,77.10,B1B2_0,0.00
55.00,34,98.40,215.70,180.00,DEFAULT_VEHTYPE,0.00,77.10,B3B2_0,0.00
55.00,35,1.60,221.57,0.00,DEFAULT_VEHTYPE,13.50,14.37,A2A3_0,0.00
55.00,36,312.46,1.60,270.00,DEFAULT_VEHTYPE,12.22,84.34,E0D0_0,0.00
55.00,37,198.40,19.12,180.00,DEFAULT_VEHTYPE,11.16,73.68,C1C0_0,0.00
55.00,38,326.24,101.60,270.00,DEFAULT_VEHTYPE,8.08,66.56,E1D1_0,0.00
55.00,39,121.80,98.40,90.00,DEFAULT_VEHTYPE,8.35,14.60,B1C1_0,0.00
55.00,4,-1.31,93.23,293.73,DEFAULT_VEHTYPE,2.61,2.71,:A1_11_0,0.00
55.00,40,198.47,392.91,280.22,DEFAULT_VEHTYPE,3.64,4.54,:C4_5_0,0.00
55.00,41,118.91,398.40,90.00,DEFAULT_VEHTYPE,6.75,11.71,B4C4_0,0.00
55.00,42,101.60,31.32,0.00,DEFAULT_VEHTYPE,11.30,24.12,B0B1_0,0.00
55.00,43,398.40,267.01,180.00,DEFAULT_VEHTYPE,13.92,25.79,E3E2_0,0.00
55.00,44,97.65,195.91,120.21,DEFAULT_VEHTYPE,5.67,5.78,:B2_12_0,0.00
55.00,45,-1.60,185.75,180.00,DEFAULT_VEHTYPE,14.09,7.05,A2A1_0,0.00
55.00,46,386.15,298.40,90.00,DEFAULT_VEHTYPE,8.10,78.95,D3E3_0,0.00
55.00,47,58.06,98.40,90.00,DEFAULT_VEHTYPE,11.45,50.86,A1B1_0,0.00
55.00,48,398.40,338.72,180.00,DEFAULT_VEHTYPE,11.84,58.08,E4E3_0,0.00
55.00,49,401.60,347.37,0.00,DEFAULT_VEHTYPE,10.67,40.17,E3E4_0,0.00
55.00,5,201.60,184.20,0.00,DEFAULT_VEHTYPE,0.24,77.00,C1C2_0,0.00
55.00,50,1.60,36.99,0.00,DEFAULT_VEHTYPE,9.36,33.79,A0A1_0,0.00
55.00,51,301.60,117.89,0.00,DEFAULT_VEHTYPE,4.02,10.69,D1D2_0,0.00
55.00,53,-1.60,282.72,180.00,DEFAULT_VEHTYPE,3.18,10.08,A3A2_0,0.00
55.00,54,201.60,114.30,0.00,DEFAULT_VEHTYPE,2.00,7.10,C1C2_0,0.00
55.00,8,101.60,291.80,0.00,DEFAULT_VEHTYPE,0.00,84.60,B2B3_0,0.00
55.00,9,98.40,223.20,180.00,DEFAULT_VEHTYPE,0.00,69.60,B3B2_0,0.00
56.00,0,307.10,101.60,270.00,DEFAULT_VEHTYPE,3.24,0.10,:D1_5_0,0.00
56.00,10,298.40,208.20,180.00,DEFAULT_VEHTYPE,0.00,84.60,D3D2_0,0.00
56.00,11,85.98,301.60,270.00,DEFAULT_VEHTYPE,13.53,6.82,B3A3_0,0.00
56.00,12,206.38,201.60,270.00,DEFAULT_VEHTYPE,14.37,0.82,:C2_5_0,0.00
56.00,14,201.60,191.80,0.00,DEFAULT_VEHTYPE,0.00,84.60,C1C2_0,0.00
56.00,15,298.40,308.20,180.00,DEFAULT_VEHTYPE,0.00,84.60,D4D3_0,0.00
56.00,16,195.83,298.40,90.00,DEFAULT_VEHTYPE,11.01,3.03,:C3_13_0,0.00
56.00,18,398.40,90.92,180.00,DEFAULT_VEHTYPE,12.43,1.88,E1E0_0,0.00
56.00,19,301.60,291.80,0.00,DEFAULT_VEHTYPE,0.00,84.60,D2D3_0,0.00
56.00,2,301.60,109.50,354.64,DEFAULT_VEHTYPE,3.34,2.30,D1D2_0,0.00
56.00,20,102.89,200.78,260.42,DEFAULT_VEHTYPE,3.08,0.36,:B2_18_0,0.00
56.00,22,98.40,230.71,180.00,DEFAULT_VEHTYPE,0.03,62.09,B3B2_0,0.00
56.00,23,101.60,283.99,0.00,DEFAULT_VEHTYPE,2.74,76.79,B2B3_0,0.00
56.00,24,301.60,191.80,0.00,DEFAULT_VEHTYPE,0.00,84.60,D1D2_0,0.00
56.00,25,98.40,208.20,180.00,DEFAULT_VEHTYPE,0.00,84.60,B3B2_0,0.00
56.00,26,101.60,191.80,0.00,DEFAULT_VEHTYPE,0.00,84.60,B1B2_0,0.00
56.00,27,401.60,202.70,0.00,DEFAULT_VEHTYPE,12.56,9.90,:E2_3_0,0.00
56.00,28,4.70,198.02,37.68,DEFAULT_VEHTYPE,7.17,6.50,:A2_6_0,0.00
56.00,3,175.06,201.60,270.00,DEFAULT_VEHTYPE,14.62,17.74,C2B2_0,0.00
56.00,30,398.40,113.00,180.00,DEFAULT_VEHTYPE,11.85,79.80,E2E1_0,0.00
56.00,31,298.40,328.65,180.00,DEFAULT_VEHTYPE,11.52,64.15,D4D3_0,0.00
56.00,32,301.60,169.57,0.00,DEFAULT_VEHTYPE,12.54,62.37,D1D2_0,0.00
56.00,33,101.60,184.30,0.00,DEFAULT_VEHTYPE,0.00,77.10,B1B2_0,0.00
56.00,34,98.40,215.70,180.00,DEFAULT_VEHTYPE,0.00,77.10,B3B2_0,0.00
56.00,35,1.60,234.72,0.00,DEFAULT_VEHTYPE,13.15,27.52,A2A3_0,0.00
56.00,36,299.79,1.60,270.00,DEFAULT_VEHTYPE,12.67,7.41,:D0_4_0,0.00
56.00,37,198.40,11.83,180.00,DEFAULT_VEHTYPE,7.29,80.97,C1C0_0,0.00
56.00,38,320.38,101.60,270.00,DEFAULT_VEHTYPE,5.86,72.42,E1D1_0,0.00
56.00,39,132.44,98.40,90.00,DEFAULT_VEHTYPE,10.65,25.24,B1C1_0,0.00
56.00,4,-1.60,90.74,212.29,DEFAULT_VEHTYPE,2.58,2.06,A1A0_0,0.00
56.00,40,198.40,389.81,196.42,DEFAULT_VEHTYPE,3.12,2.99,C4C3_0,0.00
56.00,41,127.43,398.40,90.00,DEFAULT_VEHTYPE,8.51,20.23,B4C4_0,0.00
56.00,42,101.60,44.21,0.00,DEFAULT_VEHTYPE,12.89,37.01,B0B1_0,0.00
56.00,43,398.40,253.57,180.00,DEFAULT_VEHTYPE,13.44,39.23,E3E2_0,0.00
56.00,44,98.40,190.05,176.34,DEFAULT_VEHTYPE,6.00,2.75,B2B1_0,0.00
56.00,45,-1.60,171.13,180.00,DEFAULT_VEHTYPE,14.61,21.67,A2A1_0,0.00
56.00,46,391.44,298.40,90.00,DEFAULT_VEHTYPE,5.30,84.24,D3E3_0,0.00
56.00,47,69.81,98.40,90.00,DEFAULT_VEHTYPE,11.75,62.61,A1B1_0,0.00
56.00,48,398.40,326.57,180.00,DEFAULT_VEHTYPE,12.15,70.23,E4E3_0,0.00
56.00,49,401.60,357.89,0.00,DEFAULT_VEHTYPE,10.51,50.69,E3E4_0,0.00
56.00,5,201.60,184.28,0.00,DEFAULT_VEHTYPE,0.08,77.08,C1C2_0,0.00
56.00,50,1.60,48.51,0.00,DEFAULT_VEHTYPE,11.53,45.31,A0A1_0,0.00
56.00,51,301.60,124.15,0.00,DEFAULT_VEHTYPE,6.26,16.95,D1D2_0,0.00
56.00,53,-1.60,277.21,180.00,DEFAULT_VEHTYPE,5.51,15.59,A3A2_0,0.00
56.00,54,201.60,118.63,0.00,DEFAULT_VEHTYPE,4.33,11.43,C1C2_0,0.00
56.00,56,201.60,212.30,0.00,DEFAULT_VEHTYPE,0.00,5.10,C2C3_0,0.00
56.00,8,101.60,291.80,0.00,DEFAULT_VEHTYPE,0.00,84.60,B2B3_0,0.00
56.00,9,98.40,223.20,180.00,DEFAULT_VEHTYPE,0.00,69.60,B3B2_0,0.00
57.00,0,301.34,101.60,270.00,DEFAULT_VEHTYPE,5.76,5.86,:D1_5_0,0.00
57.00,10,298.40,208.20,180.00,DEFAULT_VEHTYPE,0.00,84.60,D3D2_0,0.00
57.00,11,71.82,301.60,270.00,DEFAULT_VEHTYPE,14.16,20.98,B3A3_0,0.00
57.00,12,191.86,201.60,270.00,DEFAULT_VEHTYPE,14.52,0.94,C2B2_0,0.00
57.00,14,201.60,191.80,0.00,DEFAULT_VEHTYPE,0.00,84.60,C1C2_0,0.00
57.00,15,298.40,308.20,180.00,DEFAULT_VEHTYPE,0.00,84.60,D4D3_0,0.00
57.00,16,208.01,298.40,90.00,DEFAULT_VEHTYPE,12.19,0.81,C3D3_0,0.00
57.00,18,398.40,78.22,180.00,DEFAULT_VEHTYPE,12.70,14.58,E1E0_0,0.00
57.00,19,301.60,291.80,0.00,DEFAULT_VEHTYPE,0.00,84.60,D2D3_0,0.00
57.00,2,301.60,114.20,0.00,DEFAULT_VEHTYPE,4.70,7.00,D1D2_0,0.00
57.00,20,99.81,198.08,231.62,DEFAULT_VEHTYPE,4.21,4.57,:B2_18_0,0.00
57.00,22,98.40,230.70,180.00,DEFAULT_VEHTYPE,0.00,62.10,B3B2_0,0.00
57.00,23,101.60,284.30,0.00,DEFAULT_VEHTYPE,0.31,77.10,B2B3_0,0.00
57.00,24,301.60,191.80,0.00,DEFAULT_VEHTYPE,0.00,84.60,D1D2_0,0.00
57.00,25,98.40,208.20,180.00,DEFAULT_VEHTYPE,0.00,84.60,B3B2_0,0.00
57.00,26,101.60,191.80,0.00,DEFAULT_VEHTYPE,0.00,84.60,B1B2_0,0.00
57.00,27,401.60,214.64,0.00,DEFAULT_VEHTYPE,11.94,7.44,E2E3_0,0.00
57.00,28,11.46,198.40,88.80,DEFAULT_VEHTYPE,6.79,4.26,A2B2_0,0.00
57.00,3,160.19,201.60,270.00,DEFAULT_VEHTYPE,14.87,32.61,C2B2_0,0.00
57.00,30,398.40,100.51,180.00,DEFAULT_VEHTYPE,12.49,6.69,:E1_1_0,0.00
57.00,31,298.40,320.88,180.00,DEFAULT_VEHTYPE,7.77,71.92,D4D3_0,0.00
57.00,32,301.60,178.05,0.00,DEFAULT_VEHTYPE,8.48,70.85,D1D2_0,0.00
57.00,33,101.60,184.30,0.00,DEFAULT_VEHTYPE,0.00,77.10,B1B2_0,0.00
57.00,34,98.40,215.70,180.00,DEFAULT_VEHTYPE,0.00,77.10,B3B2_0,0.00
57.00,35,1.60,248.63,0.00,DEFAULT_VEHTYPE,13.91,41.43,A2A3_0,0.00
57.00,36,286.90,1.60,270.00,DEFAULT_VEHTYPE,12.89,5.90,D0C0_0,0.00
57.00,37,198.40,8.10,180.00,DEFAULT_VEHTYPE,3.73,84.70,C1C0_0,0.00
57.00,38,316.47,101.60,270.00,DEFAULT_VEHTYPE,3.91,76.33,E1D1_0,0.00
57.00,39,144.07,98.40,90.00,DEFAULT_VEHTYPE,11.63,36.87,B1C1_0,0.00
57.00,4,-1.60,85.93,180.00,DEFAULT_VEHTYPE,4.81,6.87,A1A0_0,0.00
57.00,40,198.40,384.13,180.00,DEFAULT_VEHTYPE,5.68,8.67,C4C3_0,0.00
57.00,41,137.29,398.40,90.00,DEFAULT_VEHTYPE,9.86,30.09,B4C4_0,0.00
57.00,42,101.60,59.15,0.00,DEFAULT_VEHTYPE,14.93,51.95,B0B1_0,0.00
57.00,43,398.40,239.52,180.00,DEFAULT_VEHTYPE,14.05,53.28,E3E2_0,0.00
57.00,44,98.40,182.24,180.00,DEFAULT_VEHTYPE,7.81,10.56,B2B1_0,0.00
57.00,45,-1.60,156.44,180.00,DEFAULT_VEHTYPE,14.69,36.36,A2A1_0,0.00
57.00,46,396.99,297.00,106.60,DEFAULT_VEHTYPE,5.87,4.51,:E3_6_0,0.00
57.00,47,81.87,98.40,90.00,DEFAULT_VEHTYPE,12.06,74.67,A1B1_0,0.00
57.00,48,398.40,315.05,180.00,DEFAULT_VEHTYPE,11.52,81.75,E4E3_0,0.00
57.00,49,401.60,368.91,0.00,DEFAULT_VEHTYPE,11.03,61.71,E3E4_0,0.00
57.00,5,201.60,184.29,0.00,DEFAULT_VEHTYPE,0.01,77.09,C1C2_0,0.00
57.00,50,1.60,59.71,0.00,DEFAULT_VEHTYPE,11.20,56.51,A0A1_0,0.00
57.00,51,301.60,132.11,0.00,DEFAULT_VEHTYPE,7.97,24.91,D1D2_0,0.00
57.00,53,-1.60,270.12,180.00,DEFAULT_VEHTYPE,7.09,22.68,A3A2_0,0.00
57.00,54,201.60,124.67,0.00,DEFAULT_VEHTYPE,6.04,17.47,C1C2_0,0.00
57.00,56,201.60,214.26,0.00,DEFAULT_VEHTYPE,1.96,7.06,C2C3_0,0.00
57.00,57,398.40,187.70,180.00,DEFAULT_VEHTYPE,0.00,5.10,E2E1_0,0.00
57.00,8,101.60,291.80,0.00,DEFAULT_VEHTYPE,0.00,84.60,B2B3_0,0.00
57.00,9,98.40,223.20,180.00,DEFAULT_VEHTYPE,0.00,69.60,B3B2_0,0.00
58.00,0,293.61,101.60,270.00,DEFAULT_VEHTYPE,7.74,13.59,:D1_5_0,0.00
58.00,10,298.40,208.20,180.00,DEFAULT_VEHTYPE,0.00,84.60,D3D2_0,0.00
58.00,11,57.90,301.60,270.00,DEFAULT_VEHTYPE,13.92,34.90,B3A3_0,0.00
58.00,12,177.55,201.60,270.00,DEFAULT_VEHTYPE,14.31,15.25,C2B2_0,0.00
58.00,14,201.60,191.80,0.00,DEFAULT_VEHTYPE,0.00,84.60,C1C2_0,0.00
58.00,15,298.40,308.20,180.00,DEFAULT_VEHTYPE,0.00,84.60,D4D3_0,0.00
58.00,16,219.96,298.40,90.00,DEFAULT_VEHTYPE,11.95,12.76,C3D3_0,0.00
58.00,18,398.40,66.03,180.00,DEFAULT_VEHTYPE,12.20,26.77,E1E0_0,0.00
58.00,19,301.60,291.80,0.00,DEFAULT_VEHTYPE,0.00,84.60,D2D3_0,0.00
58.00,2,301.60,121.33,0.00,DEFAULT_VEHTYPE,7.13,14.13,D1D2_0,0.00
58.00,20,98.40,191.56,186.12,DEFAULT_VEHTYPE,6.80,1.24,B2B1_0,0.00
58.00,22,98.40,230.70,180.00,DEFAULT_VEHTYPE,0.00,62.10,B3B2_0,0.00
58.00,23,101.60,284.30,0.00,DEFAULT_VEHTYPE,0.00,77.10,B2B3_0,0.00
58.00,24,301.60,191.80,0.00,DEFAULT_VEHTYPE,0.00,84.60,D1D2_0,0.00
58.00,25,98.40,208.20,180.00,DEFAULT_VEHTYPE,0.00,84.60,B3B2_0,0.00
58.00,26,101.60,191.80,0.00,DEFAULT_VEHTYPE,0.00,84.60,B1B2_0,0.00
58.00,27,401.60,226.67,0.00,DEFAULT_VEHTYPE,12.03,19.47,E2E3_0,0.00
58.00,28,20.63,198.40,90.00,DEFAULT_VEHTYPE,9.18,13.43,A2B2_0,0.00
58.00,3,146.09,201.60,270.00,DEFAULT_VEHTYPE,14.10,46.71,C2B2_0,0.00
58.00,30,398.40,88.16,180.00,DEFAULT_VEHTYPE,12.34,4.64,E1E0_0,0.00
58.00,31,298.40,316.12,180.00,DEFAULT_VEHTYPE,4.76,76.68,D4D3_0,0.00
58.00,32,301.60,183.13,0.00,DEFAULT_VEHTYPE,5.08,75.93,D1D2_0,0.00
58.00,33,101.60,184.30,0.00,DEFAULT_VEHTYPE,0.00,77.10,B1B2_0,0.00
58.00,34,98.40,215.70,180.00,DEFAULT_VEHTYPE,0.00,77.10,B3B2_0,0.00
58.00,35,1.60,262.37,0.00,DEFAULT_VEHTYPE,13.75,55.17,A2A3_0,0.00
58.00,36,273.80,1.60,270.00,DEFAULT_VEHTYPE,13.10,19.00,D0C0_0,0.00
58.00,37,197.04,3.06,196.19,DEFAULT_VEHTYPE,5.34,4.44,:C0_0_0,0.00
58.00,38,311.08,101.60,270.00,DEFAULT_VEHTYPE,5.38,81.72,E1D1_0,0.00
58.00,39,155.40,98.40,90.00,DEFAULT_VEHTYPE,11.33,48.20,B1C1_0,0.00
58.00,4,-1.60,78.77,180.00,DEFAULT_VEHTYPE,7.16,14.03,A1A0_0,0.00
58.00,40,198.40,376.68,180.00,DEFAULT_VEHTYPE,7.45,16.12,C4C3_0,0.00
58.00,41,149.67,398.40,90.00,DEFAULT_VEHTYPE,12.38,42.47,B4C4_0,0.00
58.00,42,101.60,74.26,0.00,DEFAULT_VEHTYPE,15.11,67.06,B0B1_0,0.00
58.00,43,398.40,225.40,180.00,DEFAULT_VEHTYPE,14.12,67.40,E3E2_0,0.00
58.00,44,98.40,172.99,180.00,DEFAULT_VEHTYPE,9.25,19.81,B2B1_0,0.00
58.00,45,-1.60,142.63,180.00,DEFAULT_VEHTYPE,13.81,50.17,A2A1_0,0.00
58.00,46,398.40,291.38,169.21,DEFAULT_VEHTYPE,5.94,1.42,E3E2_0,0.00
58.00,47,89.43,98.40,90.00,DEFAULT_VEHTYPE,7.56,82.23,A1B1_0,0.00
58.00,48,398.40,307.91,180.00,DEFAULT_VEHTYPE,7.14,88.89,E4E3_0,0.00
58.00,49,401.60,380.08,0.00,DEFAULT_VEHTYPE,11.17,72.88,E3E4_0,0.00
58.00,5,201.60,184.30,0.00,DEFAULT_VEHTYPE,0.01,77.10,C1C2_0,0.00
58.00,50,1.60,70.48,0.00,DEFAULT_VEHTYPE,10.77,67.28,A0A1_0,0.00
58.00,51,301.60,142.18,0.00,DEFAULT_VEHTYPE,10.06,34.98,D1D2_0,0.00
58.00,53,-1.60,261.14,180.00,DEFAULT_VEHTYPE,8.98,31.66,A3A2_0,0.00
58.00,54,201.60,132.62,0.00,DEFAULT_VEHTYPE,7.95,25.42,C1C2_0,0.00
58.00,56,201.60,218.30,0.00,DEFAULT_VEHTYPE,4.04,11.10,C2C3_0,0.00
58.00,57,398.40,185.20,180.00,DEFAULT_VEHTYPE,2.50,7.60,E2E1_0,0.00
58.00,58,112.30,198.40,90.00,DEFAULT_VEHTYPE,0.00,5.10,B2C2_0,0.00
58.00,8,101.60,291.80,0.00,DEFAULT_VEHTYPE,0.00,84.60,B2B3_0,0.00
