time,id,x,y,angle,type,speed,pos,lane,slope
90.00,26,101.60,193.69,0.00,DEFAULT_VEHTYPE,1.89,0.89,:B2_9_0,0.00
90.00,27,210.56,401.60,270.00,DEFAULT_VEHTYPE,7.77,82.24,D4C4_0,0.00
90.00,28,301.60,284.29,0.00,DEFAULT_VEHTYPE,0.01,77.09,D2D3_0,0.00
90.00,31,298.40,315.70,180.00,DEFAULT_VEHTYPE,0.00,77.10,D4D3_0,0.00
90.00,32,301.60,184.30,0.00,DEFAULT_VEHTYPE,0.00,77.10,D1D2_0,0.00
90.00,33,101.60,184.30,0.00,DEFAULT_VEHTYPE,0.00,77.10,B1B2_0,0.00
90.00,34,98.40,215.70,180.00,DEFAULT_VEHTYPE,0.00,77.10,B3B2_0,0.00
90.00,35,365.77,298.40,90.00,DEFAULT_VEHTYPE,13.09,58.57,D3E3_0,0.00
90.00,36,101.60,161.64,0.00,DEFAULT_VEHTYPE,0.75,54.44,B1B2_0,0.00
90.00,38,201.60,169.30,0.00,DEFAULT_VEHTYPE,0.00,62.10,C1C2_0,0.00
90.00,40,198.40,306.39,180.00,DEFAULT_VEHTYPE,1.81,0.81,:C3_1_0,0.00
90.00,41,398.40,314.09,180.00,DEFAULT_VEHTYPE,12.70,82.71,E4E3_0,0.00
90.00,43,201.60,284.30,0.00,DEFAULT_VEHTYPE,0.00,77.10,C2C3_0,0.00
90.00,45,281.35,-1.60,90.00,DEFAULT_VEHTYPE,13.72,74.15,C0D0_0,0.00
90.00,46,333.80,1.60,270.00,DEFAULT_VEHTYPE,13.16,63.00,E0D0_0,0.00
90.00,47,101.60,176.80,0.00,DEFAULT_VEHTYPE,0.00,69.60,B1B2_0,0.00
90.00,49,298.40,330.70,180.00,DEFAULT_VEHTYPE,0.00,62.10,D4D3_0,0.00
90.00,5,201.60,184.30,0.00,DEFAULT_VEHTYPE,0.00,77.10,C1C2_0,0.00
90.00,50,191.74,198.40,90.00,DEFAULT_VEHTYPE,0.61,84.54,B2C2_0,0.00
90.00,51,301.60,176.80,0.00,DEFAULT_VEHTYPE,0.00,69.60,D1D2_0,0.00
90.00,52,227.56,-1.60,90.00,DEFAULT_VEHTYPE,13.56,20.36,C0D0_0,0.00
90.00,53,189.86,101.60,266.65,DEFAULT_VEHTYPE,6.90,2.94,C1B1_0,0.00
90.00,54,201.60,176.80,0.00,DEFAULT_VEHTYPE,0.00,69.60,C1C2_0,0.00
90.00,55,173.80,1.60,270.00,DEFAULT_VEHTYPE,12.70,19.00,C0B0_0,0.00
90.00,56,200.86,293.91,351.22,DEFAULT_VEHTYPE,2.33,1.33,:C3_11_0,0.00
90.00,58,298.40,26.20,180.00,DEFAULT_VEHTYPE,14.06,66.60,D1D0_0,0.00
90.00,59,298.40,323.20,180.00,DEFAULT_VEHTYPE,0.00,69.60,D4D3_0,0.00
90.00,60,298.40,215.70,180.00,DEFAULT_VEHTYPE,0.00,77.10,D3D2_0,0.00
90.00,61,298.40,338.21,180.00,DEFAULT_VEHTYPE,0.00,54.59,D4D3_0,0.00
90.00,62,19.88,298.40,90.00,DEFAULT_VEHTYPE,8.48,12.68,A3B3_0,0.00
90.00,63,309.18,-1.60,90.00,DEFAULT_VEHTYPE,13.07,1.98,D0E0_0,0.00
90.00,64,301.60,38.00,0.00,DEFAULT_VEHTYPE,10.34,30.80,D0D1_0,0.00
90.00,65,-1.60,153.91,180.00,DEFAULT_VEHTYPE,11.43,38.89,A2A1_0,0.00
90.00,66,301.60,7.23,338.10,DEFAULT_VEHTYPE,4.73,0.03,D0D1_0,0.00
90.00,67,79.74,298.40,90.00,DEFAULT_VEHTYPE,12.01,72.54,A3B3_0,0.00
90.00,68,1.60,197.30,0.00,DEFAULT_VEHTYPE,13.57,4.50,:A2_7_0,0.00
90.00,69,298.40,223.20,180.00,DEFAULT_VEHTYPE,0.00,69.60,D3D2_0,0.00
90.00,70,101.60,269.29,0.00,DEFAULT_VEHTYPE,0.01,62.09,B2B3_0,0.00
90.00,71,161.25,98.40,90.00,DEFAULT_VEHTYPE,13.31,54.05,B1C1_0,0.00
90.00,72,237.98,1.60,270.00,DEFAULT_VEHTYPE,12.27,54.82,D0C0_0,0.00
90.00,73,198.46,206.76,179.28,DEFAULT_VEHTYPE,1.44,0.44,:C2_2_0,0.00
90.00,74,181.45,-1.60,90.00,DEFAULT_VEHTYPE,11.59,74.25,B0C0_0,0.00
90.00,75,398.40,232.90,180.00,DEFAULT_VEHTYPE,12.83,59.90,E3E2_0,0.00
90.00,76,201.60,18.94,0.00,DEFAULT_VEHTYPE,6.01,11.74,C0C1_0,0.00
90.00,77,5.49,398.40,65.96,DEFAULT_VEHTYPE,3.77,2.29,A4B4_0,0.00
90.00,78,109.64,398.40,85.49,DEFAULT_VEHTYPE,6.49,2.44,B4C4_0,0.00
90.00,79,101.60,169.29,0.00,DEFAULT_VEHTYPE,0.03,62.09,B1B2_0,0.00
90.00,8,101.60,293.64,0.00,DEFAULT_VEHTYPE,1.85,0.84,:B3_9_0,0.00
90.00,80,-1.60,123.03,180.00,DEFAULT_VEHTYPE,13.65,69.77,A2A1_0,0.00
90.00,81,101.60,149.65,0.00,DEFAULT_VEHTYPE,6.01,42.45,B1B2_0,0.00
90.00,82,401.60,82.17,0.00,DEFAULT_VEHTYPE,13.49,78.97,E0E1_0,0.00
90.00,83,101.60,124.12,0.00,DEFAULT_VEHTYPE,5.81,16.92,B1B2_0,0.00
90.00,84,41.31,101.60,270.00,DEFAULT_VEHTYPE,12.90,51.49,B1A1_0,0.00
90.00,85,401.60,241.10,0.00,DEFAULT_VEHTYPE,9.90,33.90,E2E3_0,0.00
90.00,86,233.92,98.40,90.00,DEFAULT_VEHTYPE,8.42,26.72,C1D1_0,0.00
90.00,87,276.13,401.60,270.00,DEFAULT_VEHTYPE,6.19,16.67,D4C4_0,0.00
90.00,88,18.15,198.40,90.00,DEFAULT_VEHTYPE,3.82,10.95,A2B2_0,0.00
90.00,89,212.30,-1.60,90.00,DEFAULT_VEHTYPE,0.00,5.10,C0D0_0,0.00
90.00,9,98.40,223.20,180.00,DEFAULT_VEHTYPE,0.00,69.60,B3B2_0,0.00
90.00,90,301.60,212.30,0.00,DEFAULT_VEHTYPE,0.00,5.10,D2D3_0,0.00
91.00,0,-1.60,27.81,180.00,DEFAULT_VEHTYPE,14.16,64.99,A1A0_0,0.00
91.00,10,298.40,203.27,180.00,DEFAULT_VEHTYPE,3.14,3.93,:D2_1_0,0.00
91.00,12,101.60,276.80,0.00,DEFAULT_VEHTYPE,0.00,69.60,B2B3_0,0.00
91.00,14,201.60,196.66,0.00,DEFAULT_VEHTYPE,3.39,3.86,:C2_9_0,0.00
91.00,15,298.40,300.70,180.00,DEFAULT_VEHTYPE,5.04,6.50,:D3_1_0,0.00
91.00,19,301.60,297.64,0.00,DEFAULT_VEHTYPE,4.07,4.84,:D3_9_0,0.00
91.00,2,301.60,169.30,0.00,DEFAULT_VEHTYPE,0.00,62.10,D1D2_0,0.00
91.00,22,98.40,230.70,180.00,DEFAULT_VEHTYPE,0.00,62.10,B3B2_0,0.00
91.00,23,101.60,285.27,0.00,DEFAULT_VEHTYPE,0.98,78.07,B2B3_0,0.00
91.00,24,301.60,198.33,0.00,DEFAULT_VEHTYPE,4.31,5.53,:D2_9_0,0.00
91.00,25,98.40,201.43,180.00,DEFAULT_VEHTYPE,4.28,5.77,:B2_1_0,0.00
91.00,26,101.60,196.93,0.00,DEFAULT_VEHTYPE,3.23,4.13,:B2_9_0,0.00
91.00,27,207.25,401.60,270.00,DEFAULT_VEHTYPE,3.31,85.55,D4C4_0,0.00
91.00,28,301.60,285.45,0.00,DEFAULT_VEHTYPE,1.16,78.25,D2D3_0,0.00
91.00,31,298.40,314.41,180.00,DEFAULT_VEHTYPE,1.30,78.39,D4D3_0,0.00
91.00,32,301.60,185.69,0.00,DEFAULT_VEHTYPE,1.39,78.49,D1D2_0,0.00
91.00,33,101.60,186.03,0.00,DEFAULT_VEHTYPE,1.73,78.83,B1B2_0,0.00
91.00,34,98.40,213.81,180.00,DEFAULT_VEHTYPE,1.89,78.99,B3B2_0,0.00
91.00,35,379.13,298.40,90.00,DEFAULT_VEHTYPE,13.37,71.93,D3E3_0,0.00
91.00,36,101.60,161.71,0.00,DEFAULT_VEHTYPE,0.08,54.51,B1B2_0,0.00
91.00,38,201.60,169.30,0.00,DEFAULT_VEHTYPE,0.00,62.10,C1C2_0,0.00
91.00,40,198.40,302.08,180.00,DEFAULT_VEHTYPE,4.32,5.12,:C3_1_0,0.00
91.00,41,398.40,301.06,180.00,DEFAULT_VEHTYPE,13.03,6.14,:E3_1_0,0.00
91.00,43,201.60,285.82,0.00,DEFAULT_VEHTYPE,1.52,78.62,C2C3_0,0.00
91.00,45,290.57,-1.60,90.00,DEFAULT_VEHTYPE,9.22,83.37,C0D0_0,0.00
91.00,46,321.15,1.60,270.00,DEFAULT_VEHTYPE,12.65,75.65,E0D0_0,0.00
91.00,47,101.60,176.80,0.00,DEFAULT_VEHTYPE,0.00,69.60,B1B2_0,0.00
91.00,49,298.40,330.70,180.00,DEFAULT_VEHTYPE,0.00,62.10,D4D3_0,0.00
91.00,5,201.60,185.48,0.00,DEFAULT_VEHTYPE,1.18,78.28,C1C2_0,0.00
91.00,50,191.79,198.40,90.00,DEFAULT_VEHTYPE,0.04,84.59,B2C2_0,0.00
91.00,51,301.60,176.80,0.00,DEFAULT_VEHTYPE,0.00,69.60,D1D2_0,0.00
91.00,52,240.56,-1.60,90.00,DEFAULT_VEHTYPE,13.00,33.36,C0D0_0,0.00
91.00,53,181.61,101.60,270.00,DEFAULT_VEHTYPE,8.26,11.19,C1B1_0,0.00
91.00,54,201.60,176.80,0.00,DEFAULT_VEHTYPE,0.00,69.60,C1C2_0,0.00
91.00,55,161.24,1.60,270.00,DEFAULT_VEHTYPE,12.57,31.56,C0B0_0,0.00
91.00,56,200.86,293.91,351.18,DEFAULT_VEHTYPE,0.01,1.33,:C3_11_0,0.00
91.00,58,298.40,16.42,180.00,DEFAULT_VEHTYPE,9.78,76.38,D1D0_0,0.00
91.00,59,298.40,323.20,180.00,DEFAULT_VEHTYPE,0.00,69.60,D4D3_0,0.00
91.00,60,298.40,214.00,180.00,DEFAULT_VEHTYPE,1.70,78.80,D3D2_0,0.00
91.00,61,298.40,338.21,180.00,DEFAULT_VEHTYPE,0.00,54.59,D4D3_0,0.00
91.00,62,29.85,298.40,90.00,DEFAULT_VEHTYPE,9.97,22.65,A3B3_0,0.00
91.00,63,322.33,-1.60,90.00,DEFAULT_VEHTYPE,13.15,15.13,D0E0_0,0.00
91.00,64,301.60,50.54,0.00,DEFAULT_VEHTYPE,12.54,43.34,D0D1_0,0.00
91.00,65,-1.60,142.52,180.00,DEFAULT_VEHTYPE,11.39,50.28,A2A1_0,0.00
91.00,66,301.60,13.74,0.00,DEFAULT_VEHTYPE,6.51,6.54,D0D1_0,0.00
91.00,67,87.26,298.40,90.00,DEFAULT_VEHTYPE,7.51,80.06,A3B3_0,0.00
91.00,68,1.60,211.22,0.00,DEFAULT_VEHTYPE,13.92,4.02,A2A3_0,0.00
91.00,69,298.40,223.20,180.00,DEFAULT_VEHTYPE,0.00,69.60,D3D2_0,0.00
91.00,70,101.60,269.29,0.00,DEFAULT_VEHTYPE,0.00,62.09,B2B3_0,0.00
91.00,71,174.61,98.40,90.00,DEFAULT_VEHTYPE,13.36,67.41,B1C1_0,0.00
91.00,72,225.68,1.60,270.00,DEFAULT_VEHTYPE,12.30,67.12,D0C0_0,0.00
91.00,73,198.99,203.29,173.22,DEFAULT_VEHTYPE,3.53,3.97,:C2_2_0,0.00
91.00,74,188.54,-1.60,90.00,DEFAULT_VEHTYPE,7.09,81.34,B0C0_0,0.00
91.00,75,398.40,220.48,180.00,DEFAULT_VEHTYPE,12.42,72.32,E3E2_0,0.00
91.00,76,201.60,26.97,0.00,DEFAULT_VEHTYPE,8.03,19.77,C0C1_0,0.00
91.00,77,10.59,398.40,90.00,DEFAULT_VEHTYPE,5.11,7.39,A4B4_0,0.00
91.00,78,117.73,398.40,90.00,DEFAULT_VEHTYPE,8.09,10.53,B4C4_0,0.00
91.00,79,101.60,169.29,0.00,DEFAULT_VEHTYPE,0.00,62.09,B1B2_0,0.00
91.00,8,101.60,297.87,0.00,DEFAULT_VEHTYPE,4.22,5.07,:B3_9_0,0.00
91.00,80,-1.60,109.65,180.00,DEFAULT_VEHTYPE,13.38,83.15,A2A1_0,0.00
91.00,81,101.60,153.12,0.00,DEFAULT_VEHTYPE,3.47,45.92,B1B2_0,0.00
91.00,82,401.60,95.15,0.00,DEFAULT_VEHTYPE,12.98,2.35,:E1_3_0,0.00
91.00,83,101.60,131.32,0.00,DEFAULT_VEHTYPE,7.20,24.12,B1B2_0,0.00
91.00,84,26.40,101.60,270.00,DEFAULT_VEHTYPE,14.91,66.40,B1A1_0,0.00
91.00,85,401.60,253.02,0.00,DEFAULT_VEHTYPE,11.92,45.82,E2E3_0,0.00
91.00,86,243.89,98.40,90.00,DEFAULT_VEHTYPE,9.96,36.69,C1D1_0,0.00
91.00,87,268.46,401.60,270.00,DEFAULT_VEHTYPE,7.67,24.34,D4C4_0,0.00
91.00,88,23.67,198.40,90.00,DEFAULT_VEHTYPE,5.52,16.47,A2B2_0,0.00
91.00,89,214.64,-1.60,90.00,DEFAULT_VEHTYPE,2.34,7.44,C0D0_0,0.00
91.00,9,98.40,223.20,180.00,DEFAULT_VEHTYPE,0.00,69.60,B3B2_0,0.00
91.00,90,301.60,214.68,0.00,DEFAULT_VEHTYPE,2.38,7.48,D2D3_0,0.00
91.00,91,391.70,401.60,270.00,DEFAULT_VEHTYPE,0.00,5.10,E4D4_0,0.00
92.00,0,-1.60,13.99,180.00,DEFAULT_VEHTYPE,13.82,78.81,A1A0_0,0.00
92.00,10,298.40,197.77,180.00,DEFAULT_VEHTYPE,5.50,9.43,:D2_1_0,0.00
92.00,12,101.60,277.48,0.00,DEFAULT_VEHTYPE,0.69,70.28,B2B3_0,0.00
92.00,14,201.60,202.37,0.00,DEFAULT_VEHTYPE,5.71,9.57,:C2_9_0,0.00
92.00,15,298.40,294.30,180.00,DEFAULT_VEHTYPE,6.39,12.90,:D3_1_0,0.00
92.00,19,301.60,303.36,0.00,DEFAULT_VEHTYPE,5.72,10.56,:D3_9_0,0.00
92.00,2,301.60,169.30,0.00,DEFAULT_VEHTYPE,0.00,62.10,D1D2_0,0.00
92.00,22,98.40,230.70,180.00,DEFAULT_VEHTYPE,0.00,62.10,B3B2_0,0.00
92.00,23,101.60,287.62,0.00,DEFAULT_VEHTYPE,2.34,80.42,B2B3_0,0.00
92.00,24,301.60,203.72,0.00,DEFAULT_VEHTYPE,5.39,10.92,:D2_9_0,0.00
92.00,25,98.40,195.27,180.00,DEFAULT_VEHTYPE,6.17,11.93,:B2_1_0,0.00
92.00,26,101.60,202.38,0.00,DEFAULT_VEHTYPE,5.46,9.58,:B2_9_0,0.00
92.00,27,205.87,399.46,237.80,DEFAULT_VEHTYPE,2.98,1.50,:C4_10_0,0.00
92.00,28,301.60,288.90,0.00,DEFAULT_VEHTYPE,3.46,81.70,D2D3_0,0.00
92.00,31,298.40,311.60,180.00,DEFAULT_VEHTYPE,2.81,81.20,D4D3_0,0.00
92.00,32,301.60,189.07,0.00,DEFAULT_VEHTYPE,3.38,81.87,D1D2_0,0.00
92.00,33,101.60,189.37,0.00,DEFAULT_VEHTYPE,3.34,82.17,B1B2_0,0.00
92.00,34,98.40,210.49,180.00,DEFAULT_VEHTYPE,3.33,82.31,B3B2_0,0.00
92.00,35,388.00,298.40,90.00,DEFAULT_VEHTYPE,8.87,80.80,D3E3_0,0.00
92.00,36,101.60,161.77,0.00,DEFAULT_VEHTYPE,0.06,54.57,B1B2_0,0.00
92.00,38,201.60,169.30,0.00,DEFAULT_VEHTYPE,0.00,62.10,C1C2_0,0.00
92.00,40,198.40,295.43,180.00,DEFAULT_VEHTYPE,6.65,11.77,:C3_1_0,0.00
92.00,41,398.40,288.16,180.00,DEFAULT_VEHTYPE,12.91,4.64,E3E2_0,0.00
92.00,43,201.60,286.48,0.00,DEFAULT_VEHTYPE,0.66,79.28,C2C3_0,0.00
92.00,45,295.25,-1.25,85.97,DEFAULT_VEHTYPE,4.72,2.48,:D0_7_0,0.00
92.00,46,308.54,1.60,270.00,DEFAULT_VEHTYPE,12.61,88.26,E0D0_0,0.00
92.00,47,101.60,178.47,0.00,DEFAULT_VEHTYPE,1.67,71.27,B1B2_0,0.00
92.00,49,298.40,330.70,180.00,DEFAULT_VEHTYPE,0.00,62.10,D4D3_0,0.00
92.00,5,201.60,188.70,0.00,DEFAULT_VEHTYPE,3.22,81.50,C1C2_0,0.00
92.00,50,191.80,198.40,90.00,DEFAULT_VEHTYPE,0.01,84.60,B2C2_0,0.00
92.00,51,301.60,177.64,0.00,DEFAULT_VEHTYPE,0.84,70.44,D1D2_0,0.00
92.00,52,254.55,-1.60,90.00,DEFAULT_VEHTYPE,13.99,47.35,C0D0_0,0.00
92.00,53,171.75,101.60,270.00,DEFAULT_VEHTYPE,9.85,21.05,C1B1_0,0.00
92.00,54,201.60,177.62,0.00,DEFAULT_VEHTYPE,0.83,70.42,C1C2_0,0.00
92.00,55,148.45,1.60,270.00,DEFAULT_VEHTYPE,12.78,44.35,C0B0_0,0.00
92.00,56,200.86,293.92,351.15,DEFAULT_VEHTYPE,0.00,1.34,:C3_11_0,0.00
92.00,58,298.40,10.00,180.00,DEFAULT_VEHTYPE,6.41,82.80,D1D0_0,0.00
92.00,59,298.40,322.53,180.00,DEFAULT_VEHTYPE,0.67,70.27,D4D3_0,0.00
92.00,60,298.40,211.35,180.00,DEFAULT_VEHTYPE,2.65,81.45,D3D2_0,0.00
92.00,61,298.40,338.21,180.00,DEFAULT_VEHTYPE,0.00,54.59,D4D3_0,0.00
92.00,62,41.51,298.40,90.00,DEFAULT_VEHTYPE,11.66,34.31,A3B3_0,0.00
92.00,63,335.02,-1.60,90.00,DEFAULT_VEHTYPE,12.70,27.82,D0E0_0,0.00
92.00,64,301.60,62.98,0.00,DEFAULT_VEHTYPE,12.44,55.78,D0D1_0,0.00
92.00,65,-1.60,130.81,180.00,DEFAULT_VEHTYPE,11.70,61.99,A2A1_0,0.00
92.00,66,301.60,22.10,0.00,DEFAULT_VEHTYPE,8.36,14.90,D0D1_0,0.00
92.00,67,91.57,298.40,90.00,DEFAULT_VEHTYPE,4.32,84.37,A3B3_0,0.00
92.00,68,1.60,225.41,0.00,DEFAULT_VEHTYPE,14.19,18.21,A2A3_0,0.00
92.00,69,298.40,221.55,180.00,DEFAULT_VEHTYPE,1.65,71.25,D3D2_0,0.00
92.00,70,101.60,269.29,0.00,DEFAULT_VEHTYPE,0.00,62.09,B2B3_0,0.00
92.00,71,184.09,98.40,90.00,DEFAULT_VEHTYPE,9.48,76.89,B1C1_0,0.00
92.00,72,213.39,1.60,270.00,DEFAULT_VEHTYPE,12.29,79.41,D0C0_0,0.00
92.00,73,198.99,203.29,173.22,DEFAULT_VEHTYPE,0.00,3.97,:C2_2_0,0.00
92.00,74,192.28,-1.60,90.00,DEFAULT_VEHTYPE,3.74,85.08,B0C0_0,0.00
92.00,75,398.40,207.96,180.00,DEFAULT_VEHTYPE,12.52,84.84,E3E2_0,0.00
92.00,76,201.60,36.76,0.00,DEFAULT_VEHTYPE,9.79,29.56,C0C1_0,0.00
92.00,77,17.01,398.40,90.00,DEFAULT_VEHTYPE,6.42,13.81,A4B4_0,0.00
92.00,78,128.06,398.40,90.00,DEFAULT_VEHTYPE,10.33,20.86,B4C4_0,0.00
92.00,79,101.60,169.30,0.00,DEFAULT_VEHTYPE,0.00,62.10,B1B2_0,0.00
92.00,8,101.60,303.43,0.00,DEFAULT_VEHTYPE,5.56,10.63,:B3_9_0,0.00
92.00,80,-1.60,96.26,180.00,DEFAULT_VEHTYPE,13.39,10.94,:A1_0_0,0.00
92.00,81,101.60,154.01,0.00,DEFAULT_VEHTYPE,0.89,46.81,B1B2_0,0.00
92.00,82,401.60,108.04,0.00,DEFAULT_VEHTYPE,12.89,0.84,E1E2_0,0.00
92.00,83,101.60,139.79,0.00,DEFAULT_VEHTYPE,8.46,32.59,B1B2_0,0.00
92.00,84,15.99,101.60,270.00,DEFAULT_VEHTYPE,10.41,76.81,B1A1_0,0.00
92.00,85,401.60,265.37,0.00,DEFAULT_VEHTYPE,12.35,58.17,E2E3_0,0.00
92.00,86,255.85,98.40,90.00,DEFAULT_VEHTYPE,11.96,48.65,C1D1_0,0.00
92.00,87,258.61,401.60,270.00,DEFAULT_VEHTYPE,9.85,34.19,D4C4_0,0.00
92.00,88,30.91,198.40,90.00,DEFAULT_VEHTYPE,7.24,23.71,A2B2_0,0.00
92.00,89,219.38,-1.60,90.00,DEFAULT_VEHTYPE,4.73,12.18,C0D0_0,0.00
92.00,9,98.40,221.77,180.00,DEFAULT_VEHTYPE,1.43,71.03,B3B2_0,0.00
92.00,90,301.60,218.87,0.00,DEFAULT_VEHTYPE,4.19,11.67,D2D3_0,0.00
92.00,91,390.36,401.60,270.00,DEFAULT_VEHTYPE,1.34,6.44,E4D4_0,0.00
93.00,0,-1.60,3.69,180.00,DEFAULT_VEHTYPE,10.30,89.11,A1A0_0,0.00
93.00,10,298.40,189.85,180.00,DEFAULT_VEHTYPE,7.92,2.95,D2D1_0,0.00
93.00,12,101.60,279.45,0.00,DEFAULT_VEHTYPE,1.97,72.25,B2B3_0,0.00
93.00,14,201.60,210.27,0.00,DEFAULT_VEHTYPE,7.90,3.07,C2C3_0,0.00
93.00,15,298.40,285.64,180.00,DEFAULT_VEHTYPE,8.67,7.16,D3D2_0,0.00
93.00,19,301.60,311.18,0.00,DEFAULT_VEHTYPE,7.83,3.98,D3D4_0,0.00
93.00,2,301.60,170.00,0.00,DEFAULT_VEHTYPE,0.71,62.80,D1D2_0,0.00
93.00,22,98.40,229.51,180.00,DEFAULT_VEHTYPE,1.19,63.29,B3B2_0,0.00
93.00,23,101.60,291.87,0.00,DEFAULT_VEHTYPE,4.25,84.67,B2B3_0,0.00
93.00,24,301.60,208.84,0.00,DEFAULT_VEHTYPE,5.12,1.64,D2D3_0,0.00
93.00,25,98.40,186.57,180.00,DEFAULT_VEHTYPE,8.69,6.23,B2B1_0,0.00
93.00,26,101.60,209.54,0.00,DEFAULT_VEHTYPE,7.16,2.34,B2B3_0,0.00
93.00,27,208.63,398.40,137.88,DEFAULT_VEHTYPE,3.16,1.43,C4D4_0,0.00
93.00,31,298.40,306.73,180.00,DEFAULT_VEHTYPE,4.86,0.47,:D3_1_0,0.00
93.00,32,301.60,194.73,0.00,DEFAULT_VEHTYPE,5.67,1.93,:D2_9_0,0.00
93.00,33,101.19,193.41,355.24,DEFAULT_VEHTYPE,4.16,0.73,:B2_11_0,0.00
93.00,34,98.40,205.65,180.00,DEFAULT_VEHTYPE,4.84,1.55,:B2_1_0,0.00
93.00,35,392.37,298.40,90.00,DEFAULT_VEHTYPE,4.37,85.17,D3E3_0,0.00
93.00,36,101.60,161.79,0.00,DEFAULT_VEHTYPE,0.02,54.59,B1B2_0,0.00
93.00,38,201.60,169.92,0.00,DEFAULT_VEHTYPE,0.62,62.72,C1C2_0,0.00
93.00,40,198.40,286.50,180.00,DEFAULT_VEHTYPE,8.93,6.30,C3C2_0,0.00
93.00,41,398.40,274.88,180.00,DEFAULT_VEHTYPE,13.28,17.92,E3E2_0,0.00
93.00,43,201.60,286.57,0.00,DEFAULT_VEHTYPE,0.08,79.37,C2C3_0,0.00
93.00,45,296.37,-1.09,84.12,DEFAULT_VEHTYPE,1.13,3.62,:D0_7_0,0.00
93.00,46,295.95,1.60,270.00,DEFAULT_VEHTYPE,12.59,11.25,:D0_4_0,0.00
93.00,47,101.60,181.67,0.00,DEFAULT_VEHTYPE,3.20,74.47,B1B2_0,0.00
93.00,49,298.40,330.29,180.00,DEFAULT_VEHTYPE,0.42,62.51,D4D3_0,0.00
93.00,5,201.60,193.62,0.00,DEFAULT_VEHTYPE,4.93,0.82,:C2_9_0,0.00
93.00,50,191.80,198.40,90.00,DEFAULT_VEHTYPE,0.00,84.60,B2C2_0,0.00
93.00,51,301.60,180.33,0.00,DEFAULT_VEHTYPE,2.69,73.13,D1D2_0,0.00
93.00,52,268.67,-1.60,90.00,DEFAULT_VEHTYPE,14.12,61.47,C0D0_0,0.00
93.00,53,159.88,101.60,270.00,DEFAULT_VEHTYPE,11.88,32.92,C1B1_0,0.00
93.00,54,201.60,180.45,0.00,DEFAULT_VEHTYPE,2.83,73.25,C1C2_0,0.00
93.00,55,135.65,1.60,270.00,DEFAULT_VEHTYPE,12.80,57.15,C0B0_0,0.00
93.00,56,200.86,293.92,351.15,DEFAULT_VEHTYPE,0.00,1.34,:C3_11_0,0.00
93.00,58,298.40,8.05,180.00,DEFAULT_VEHTYPE,1.95,84.75,D1D0_0,0.00
93.00,59,298.40,320.46,180.00,DEFAULT_VEHTYPE,2.08,72.34,D4D3_0,0.00
93.00,60,298.39,207.14,180.09,DEFAULT_VEHTYPE,4.21,0.06,:D2_0_0,0.00
93.00,61,298.40,338.21,180.00,DEFAULT_VEHTYPE,0.00,54.59,D4D3_0,0.00
93.00,62,54.70,298.40,90.00,DEFAULT_VEHTYPE,13.19,47.50,A3B3_0,0.00
93.00,63,348.46,-1.60,90.00,DEFAULT_VEHTYPE,13.44,41.26,D0E0_0,0.00
93.00,64,301.60,75.76,0.00,DEFAULT_VEHTYPE,12.78,68.56,D0D1_0,0.00
93.00,65,-1.60,118.88,180.00,DEFAULT_VEHTYPE,11.94,73.92,A2A1_0,0.00
93.00,66,301.60,32.90,0.00,DEFAULT_VEHTYPE,10.80,25.70,D0D1_0,0.00
93.00,67,91.73,298.40,90.00,DEFAULT_VEHTYPE,0.16,84.53,A3B3_0,0.00
93.00,68,1.60,239.72,0.00,DEFAULT_VEHTYPE,14.31,32.52,A2A3_0,0.00
93.00,69,298.40,219.53,180.00,DEFAULT_VEHTYPE,2.03,73.27,D3D2_0,0.00
93.00,70,101.60,269.65,0.00,DEFAULT_VEHTYPE,0.36,62.45,B2B3_0,0.00
93.00,71,190.06,98.40,90.00,DEFAULT_VEHTYPE,5.97,82.86,B1C1_0,0.00
93.00,72,200.58,1.60,270.00,DEFAULT_VEHTYPE,12.81,6.62,:C0_4_0,0.00
93.00,73,198.99,203.29,173.22,DEFAULT_VEHTYPE,0.00,3.97,:C2_2_0,0.00
93.00,74,193.78,-0.95,82.27,DEFAULT_VEHTYPE,1.69,1.17,:C0_8_0,0.00
93.00,75,398.40,194.75,180.00,DEFAULT_VEHTYPE,13.21,12.45,:E2_1_0,0.00
93.00,76,201.60,47.98,0.00,DEFAULT_VEHTYPE,11.22,40.78,C0C1_0,0.00
93.00,77,26.01,398.40,90.00,DEFAULT_VEHTYPE,8.99,22.81,A4B4_0,0.00
93.00,78,140.80,398.40,90.00,DEFAULT_VEHTYPE,12.74,33.60,B4C4_0,0.00
93.00,79,101.60,170.79,0.00,DEFAULT_VEHTYPE,1.49,63.59,B1B2_0,0.00
93.00,8,101.60,311.40,0.00,DEFAULT_VEHTYPE,7.97,4.20,B3B4_0,0.00
93.00,80,-1.60,82.64,180.00,DEFAULT_VEHTYPE,13.61,10.16,A1A0_0,0.00
93.00,81,101.60,154.18,0.00,DEFAULT_VEHTYPE,0.17,46.98,B1B2_0,0.00
93.00,82,401.60,121.96,0.00,DEFAULT_VEHTYPE,13.91,14.76,E1E2_0,0.00
93.00,83,101.60,144.46,0.00,DEFAULT_VEHTYPE,4.67,37.26,B1B2_0,0.00
93.00,84,9.69,101.60,270.00,DEFAULT_VEHTYPE,6.30,83.11,B1A1_0,0.00
